ED,Reported As,Reporting,Mojgan Cohanim Lancman (Democratic),Mojgan Cohanim Lancman (Republican),Scattered,Total Votes,Mojgan Cohanim Lancman RECAP,Scattered RECAP,p_Mojgan Cohanim Lancman (Democratic),p_Mojgan Cohanim Lancman (Republican),p_Scattered,p_Mojgan Cohanim Lancman RECAP,p_Scattered RECAP,winner,winner_p
27046,27046,100,32,21,0,53,53,0,0.6037735849056604,0.39622641509433965,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27047,27047,100,119,27,2,148,146,2,0.8040540540540541,0.18243243243243243,0.013513513513513514,0.9864864864864865,0.013513513513513514,Mojgan Cohanim Lancman RECAP,0.9864864864864865
27048,27048,100,91,51,0,142,142,0,0.6408450704225352,0.3591549295774648,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27049,27049,100,124,68,0,192,192,0,0.6458333333333334,0.3541666666666667,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27050,27050,100,98,50,0,148,148,0,0.6621621621621622,0.33783783783783783,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27051,27051,100,91,133,1,225,224,1,0.40444444444444444,0.5911111111111111,0.0044444444444444444,0.9955555555555555,0.0044444444444444444,Mojgan Cohanim Lancman RECAP,0.9955555555555555
27052,27052,100,123,56,0,179,179,0,0.6871508379888268,0.3128491620111732,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27053,27053,100,67,32,0,99,99,0,0.6767676767676768,0.32323232323232326,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27054,27054,100,89,21,1,111,110,1,0.8018018018018018,0.1891891891891892,0.009009009009009009,0.990990990990991,0.009009009009009009,Mojgan Cohanim Lancman RECAP,0.990990990990991
27055,27055,100,109,41,0,150,150,0,0.7266666666666667,0.2733333333333333,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27056,27056,100,122,16,0,138,138,0,0.8840579710144928,0.11594202898550725,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27057,27057,100,34,68,0,102,102,0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27058,27058,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
27059,27059,100,74,89,0,163,163,0,0.4539877300613497,0.5460122699386503,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27060,27060,100,127,78,0,205,205,0,0.6195121951219512,0.3804878048780488,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27061,27061,100,101,90,2,193,191,2,0.5233160621761658,0.46632124352331605,0.010362694300518135,0.9896373056994818,0.010362694300518135,Mojgan Cohanim Lancman RECAP,0.9896373056994818
27062,27062,100,119,52,1,172,171,1,0.6918604651162791,0.3023255813953488,0.005813953488372093,0.9941860465116279,0.005813953488372093,Mojgan Cohanim Lancman RECAP,0.9941860465116279
27063,27063,100,98,48,3,149,146,3,0.6577181208053692,0.3221476510067114,0.020134228187919462,0.9798657718120806,0.020134228187919462,Mojgan Cohanim Lancman RECAP,0.9798657718120806
27064,27064,100,108,43,0,151,151,0,0.7152317880794702,0.2847682119205298,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27065,27065,100,91,72,0,163,163,0,0.558282208588957,0.44171779141104295,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27066,27066,100,121,67,0,188,188,0,0.6436170212765957,0.35638297872340424,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27067,27067,100,90,62,0,152,152,0,0.5921052631578947,0.40789473684210525,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
27068,27068,100,107,77,1,185,184,1,0.5783783783783784,0.41621621621621624,0.005405405405405406,0.9945945945945946,0.005405405405405406,Mojgan Cohanim Lancman RECAP,0.9945945945945946
27069,27069,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
27070,27070,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
27071,27071,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
27072,27072,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
27073,27073,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
27074,27074,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
27075,27074,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
27076,27076,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
27077,27077,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
27078,27077,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
28001,28001,100,71,23,1,95,94,1,0.7473684210526316,0.24210526315789474,0.010526315789473684,0.9894736842105263,0.010526315789473684,Mojgan Cohanim Lancman RECAP,0.9894736842105263
28002,28002,100,56,28,0,84,84,0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28003,28003,100,122,53,0,175,175,0,0.6971428571428572,0.3028571428571429,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28004,28004,100,46,20,0,66,66,0,0.696969696969697,0.30303030303030304,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28005,28005,100,34,19,0,53,53,0,0.6415094339622641,0.3584905660377358,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28006,28006,100,69,53,1,123,122,1,0.5609756097560976,0.43089430894308944,0.008130081300813009,0.991869918699187,0.008130081300813009,Mojgan Cohanim Lancman RECAP,0.991869918699187
28007,28007,100,50,28,0,78,78,0,0.6410256410256411,0.358974358974359,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28008,28008,100,15,35,0,50,50,0,0.3,0.7,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28009,28009,100,89,34,1,124,123,1,0.717741935483871,0.27419354838709675,0.008064516129032258,0.9919354838709677,0.008064516129032258,Mojgan Cohanim Lancman RECAP,0.9919354838709677
28010,28010,100,129,66,0,195,195,0,0.6615384615384615,0.3384615384615385,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28011,28011,100,76,35,0,111,111,0,0.6846846846846847,0.3153153153153153,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28012,28012,100,118,50,0,168,168,0,0.7023809523809523,0.2976190476190476,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28013,28013,100,4,4,0,8,8,0,0.5,0.5,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28014,28014,100,54,34,1,89,88,1,0.6067415730337079,0.38202247191011235,0.011235955056179775,0.9887640449438202,0.011235955056179775,Mojgan Cohanim Lancman RECAP,0.9887640449438202
28015,28015,100,105,95,3,203,200,3,0.5172413793103449,0.46798029556650245,0.014778325123152709,0.9852216748768473,0.014778325123152709,Mojgan Cohanim Lancman RECAP,0.9852216748768473
28016,28016,100,88,161,3,252,249,3,0.3492063492063492,0.6388888888888888,0.011904761904761904,0.9880952380952381,0.011904761904761904,Mojgan Cohanim Lancman RECAP,0.9880952380952381
28017,28017,100,85,98,2,185,183,2,0.4594594594594595,0.5297297297297298,0.010810810810810811,0.9891891891891892,0.010810810810810811,Mojgan Cohanim Lancman RECAP,0.9891891891891892
28018,28018,100,155,116,2,273,271,2,0.5677655677655677,0.4249084249084249,0.007326007326007326,0.9926739926739927,0.007326007326007326,Mojgan Cohanim Lancman RECAP,0.9926739926739927
28019,28019,100,181,114,4,299,295,4,0.6053511705685619,0.38127090301003347,0.013377926421404682,0.9866220735785953,0.013377926421404682,Mojgan Cohanim Lancman RECAP,0.9866220735785953
28020,28020,100,203,75,2,280,278,2,0.725,0.26785714285714285,0.007142857142857143,0.9928571428571429,0.007142857142857143,Mojgan Cohanim Lancman RECAP,0.9928571428571429
28021,28021,100,192,112,0,304,304,0,0.631578947368421,0.3684210526315789,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28022,28022,100,199,99,2,300,298,2,0.6633333333333333,0.33,0.006666666666666667,0.9933333333333333,0.006666666666666667,Mojgan Cohanim Lancman RECAP,0.9933333333333333
28023,28023,100,198,48,0,246,246,0,0.8048780487804879,0.1951219512195122,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28024,28024,100,113,30,0,143,143,0,0.7902097902097902,0.2097902097902098,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28025,28025,100,167,47,1,215,214,1,0.7767441860465116,0.2186046511627907,0.004651162790697674,0.9953488372093023,0.004651162790697674,Mojgan Cohanim Lancman RECAP,0.9953488372093023
28026,28026,100,75,15,0,90,90,0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28027,28027,100,69,35,0,104,104,0,0.6634615384615384,0.33653846153846156,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28028,28028,100,194,67,1,262,261,1,0.7404580152671756,0.25572519083969464,0.003816793893129771,0.9961832061068703,0.003816793893129771,Mojgan Cohanim Lancman RECAP,0.9961832061068703
28029,28029,100,159,55,0,214,214,0,0.7429906542056075,0.2570093457943925,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28030,28030,100,136,43,1,180,179,1,0.7555555555555555,0.2388888888888889,0.005555555555555556,0.9944444444444445,0.005555555555555556,Mojgan Cohanim Lancman RECAP,0.9944444444444445
28031,28031,100,228,55,1,284,283,1,0.8028169014084507,0.1936619718309859,0.0035211267605633804,0.9964788732394366,0.0035211267605633804,Mojgan Cohanim Lancman RECAP,0.9964788732394366
28032,28032,100,96,51,0,147,147,0,0.6530612244897959,0.3469387755102041,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28033,28033,100,5,3,0,8,8,0,0.625,0.375,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28034,28034,100,17,8,0,25,25,0,0.68,0.32,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28035,28035,100,188,68,1,257,256,1,0.7315175097276264,0.26459143968871596,0.0038910505836575876,0.9961089494163424,0.0038910505836575876,Mojgan Cohanim Lancman RECAP,0.9961089494163424
28036,28036,100,182,37,0,219,219,0,0.8310502283105022,0.1689497716894977,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28037,28037,100,145,44,1,190,189,1,0.7631578947368421,0.23157894736842105,0.005263157894736842,0.9947368421052631,0.005263157894736842,Mojgan Cohanim Lancman RECAP,0.9947368421052631
28038,28038,100,171,46,1,218,217,1,0.7844036697247706,0.21100917431192662,0.0045871559633027525,0.9954128440366973,0.0045871559633027525,Mojgan Cohanim Lancman RECAP,0.9954128440366973
28039,28039,100,202,44,2,248,246,2,0.8145161290322581,0.1774193548387097,0.008064516129032258,0.9919354838709677,0.008064516129032258,Mojgan Cohanim Lancman RECAP,0.9919354838709677
28040,28040,100,178,47,0,225,225,0,0.7911111111111111,0.2088888888888889,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28041,28041,100,155,56,1,212,211,1,0.7311320754716981,0.2641509433962264,0.0047169811320754715,0.9952830188679245,0.0047169811320754715,Mojgan Cohanim Lancman RECAP,0.9952830188679245
28042,28042,100,195,32,1,228,227,1,0.8552631578947368,0.14035087719298245,0.0043859649122807015,0.9956140350877193,0.0043859649122807015,Mojgan Cohanim Lancman RECAP,0.9956140350877193
28043,28043,100,128,52,0,180,180,0,0.7111111111111111,0.28888888888888886,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28044,28044,100,151,57,3,211,208,3,0.7156398104265402,0.27014218009478674,0.014218009478672985,0.985781990521327,0.014218009478672985,Mojgan Cohanim Lancman RECAP,0.985781990521327
28045,28045,100,105,79,1,185,184,1,0.5675675675675675,0.42702702702702705,0.005405405405405406,0.9945945945945946,0.005405405405405406,Mojgan Cohanim Lancman RECAP,0.9945945945945946
28046,28046,100,162,52,2,216,214,2,0.75,0.24074074074074073,0.009259259259259259,0.9907407407407407,0.009259259259259259,Mojgan Cohanim Lancman RECAP,0.9907407407407407
28047,28047,100,240,67,0,307,307,0,0.7817589576547231,0.2182410423452769,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28048,28048,100,198,65,2,265,263,2,0.7471698113207547,0.24528301886792453,0.007547169811320755,0.9924528301886792,0.007547169811320755,Mojgan Cohanim Lancman RECAP,0.9924528301886792
28049,28049,100,106,33,1,140,139,1,0.7571428571428571,0.2357142857142857,0.007142857142857143,0.9928571428571429,0.007142857142857143,Mojgan Cohanim Lancman RECAP,0.9928571428571429
28050,28050,100,136,52,1,189,188,1,0.7195767195767195,0.2751322751322751,0.005291005291005291,0.9947089947089947,0.005291005291005291,Mojgan Cohanim Lancman RECAP,0.9947089947089947
28051,28051,100,119,54,0,173,173,0,0.6878612716763006,0.31213872832369943,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28052,28052,100,49,41,0,90,90,0,0.5444444444444444,0.45555555555555555,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28053,28053,100,98,49,0,147,147,0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28054,28054,100,32,11,0,43,43,0,0.7441860465116279,0.2558139534883721,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28055,28055,100,28,9,0,37,37,0,0.7567567567567568,0.24324324324324326,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28056,28056,100,111,35,0,146,146,0,0.7602739726027398,0.23972602739726026,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28057,28057,100,81,32,1,114,113,1,0.7105263157894737,0.2807017543859649,0.008771929824561403,0.9912280701754386,0.008771929824561403,Mojgan Cohanim Lancman RECAP,0.9912280701754386
28058,28058,100,104,32,1,137,136,1,0.7591240875912408,0.23357664233576642,0.0072992700729927005,0.9927007299270073,0.0072992700729927005,Mojgan Cohanim Lancman RECAP,0.9927007299270073
28059,28059,100,7,2,0,9,9,0,0.7777777777777778,0.2222222222222222,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28060,28060,100,142,61,1,204,203,1,0.696078431372549,0.29901960784313725,0.004901960784313725,0.9950980392156863,0.004901960784313725,Mojgan Cohanim Lancman RECAP,0.9950980392156863
28061,28061,100,97,60,0,157,157,0,0.6178343949044586,0.3821656050955414,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28062,28062,100,124,80,0,204,204,0,0.6078431372549019,0.39215686274509803,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28063,28063,100,136,91,1,228,227,1,0.5964912280701754,0.3991228070175439,0.0043859649122807015,0.9956140350877193,0.0043859649122807015,Mojgan Cohanim Lancman RECAP,0.9956140350877193
28064,28064,100,103,89,1,193,192,1,0.533678756476684,0.46113989637305697,0.0051813471502590676,0.9948186528497409,0.0051813471502590676,Mojgan Cohanim Lancman RECAP,0.9948186528497409
28065,28065,100,162,89,2,253,251,2,0.6403162055335968,0.35177865612648224,0.007905138339920948,0.9920948616600791,0.007905138339920948,Mojgan Cohanim Lancman RECAP,0.9920948616600791
28066,28066,100,175,96,2,273,271,2,0.6410256410256411,0.3516483516483517,0.007326007326007326,0.9926739926739927,0.007326007326007326,Mojgan Cohanim Lancman RECAP,0.9926739926739927
28067,28067,100,127,91,0,218,218,0,0.5825688073394495,0.41743119266055045,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28068,28068,100,148,80,1,229,228,1,0.6462882096069869,0.34934497816593885,0.004366812227074236,0.9956331877729258,0.004366812227074236,Mojgan Cohanim Lancman RECAP,0.9956331877729258
28069,28069,100,77,74,0,151,151,0,0.5099337748344371,0.4900662251655629,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28070,28070,100,108,112,0,220,220,0,0.4909090909090909,0.509090909090909,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28071,28071,100,111,150,0,261,261,0,0.42528735632183906,0.5747126436781609,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28072,28072,100,79,73,0,152,152,0,0.5197368421052632,0.48026315789473684,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28073,28073,100,116,95,0,211,211,0,0.5497630331753555,0.45023696682464454,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
28074,28074,100,108,90,1,199,198,1,0.542713567839196,0.45226130653266333,0.005025125628140704,0.9949748743718593,0.005025125628140704,Mojgan Cohanim Lancman RECAP,0.9949748743718593
28075,28075,100,113,144,1,258,257,1,0.437984496124031,0.5581395348837209,0.003875968992248062,0.9961240310077519,0.003875968992248062,Mojgan Cohanim Lancman RECAP,0.9961240310077519
28076,28076,100,91,136,3,230,227,3,0.39565217391304347,0.591304347826087,0.013043478260869565,0.9869565217391304,0.013043478260869565,Mojgan Cohanim Lancman RECAP,0.9869565217391304
28077,28077,100,117,119,1,237,236,1,0.4936708860759494,0.5021097046413502,0.004219409282700422,0.9957805907172996,0.004219409282700422,Mojgan Cohanim Lancman RECAP,0.9957805907172996
28078,28078,100,98,43,1,142,141,1,0.6901408450704225,0.3028169014084507,0.007042253521126761,0.9929577464788732,0.007042253521126761,Mojgan Cohanim Lancman RECAP,0.9929577464788732
28079,28079,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
29001,29001,100,84,4,0,88,88,0,0.9545454545454546,0.045454545454545456,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29002,29002,100,168,16,0,184,184,0,0.9130434782608695,0.08695652173913043,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29003,29003,100,132,9,0,141,141,0,0.9361702127659575,0.06382978723404255,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29004,29004,100,150,15,1,166,165,1,0.9036144578313253,0.09036144578313253,0.006024096385542169,0.9939759036144579,0.006024096385542169,Mojgan Cohanim Lancman RECAP,0.9939759036144579
29005,29005,100,46,3,0,49,49,0,0.9387755102040817,0.061224489795918366,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29006,29006,100,135,13,0,148,148,0,0.9121621621621622,0.08783783783783784,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29007,29007,100,14,4,0,18,18,0,0.7777777777777778,0.2222222222222222,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29008,29008,100,111,13,0,124,124,0,0.8951612903225806,0.10483870967741936,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29009,29009,100,137,15,0,152,152,0,0.9013157894736842,0.09868421052631579,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29010,29010,100,175,27,0,202,202,0,0.8663366336633663,0.13366336633663367,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29011,29011,100,53,14,0,67,67,0,0.7910447761194029,0.208955223880597,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29012,29012,100,174,7,0,181,181,0,0.9613259668508287,0.03867403314917127,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29013,29013,100,103,9,1,113,112,1,0.911504424778761,0.07964601769911504,0.008849557522123894,0.9911504424778761,0.008849557522123894,Mojgan Cohanim Lancman RECAP,0.9911504424778761
29014,29014,100,131,4,0,135,135,0,0.9703703703703703,0.02962962962962963,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29015,29015,100,203,20,0,223,223,0,0.9103139013452914,0.08968609865470852,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29016,29016,100,112,14,0,126,126,0,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29017,29017,100,142,3,0,145,145,0,0.9793103448275862,0.020689655172413793,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29018,29018,100,164,6,0,170,170,0,0.9647058823529412,0.03529411764705882,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29019,29019,100,107,3,0,110,110,0,0.9727272727272728,0.02727272727272727,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29020,29020,100,206,3,0,209,209,0,0.9856459330143541,0.014354066985645933,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29021,29021,100,278,3,0,281,281,0,0.9893238434163701,0.010676156583629894,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29022,29022,100,275,3,0,278,278,0,0.9892086330935251,0.01079136690647482,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29023,29023,100,241,3,0,244,244,0,0.9877049180327869,0.012295081967213115,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29024,29024,100,275,2,0,277,277,0,0.9927797833935018,0.007220216606498195,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29025,29025,100,286,8,0,294,294,0,0.9727891156462585,0.027210884353741496,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29026,29026,100,288,8,0,296,296,0,0.972972972972973,0.02702702702702703,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29027,29027,100,237,8,0,245,245,0,0.9673469387755103,0.0326530612244898,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29028,29028,100,247,2,0,249,249,0,0.9919678714859438,0.008032128514056224,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29029,29029,100,318,5,0,323,323,0,0.9845201238390093,0.015479876160990712,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29030,29030,100,210,5,1,216,215,1,0.9722222222222222,0.023148148148148147,0.004629629629629629,0.9953703703703703,0.004629629629629629,Mojgan Cohanim Lancman RECAP,0.9953703703703703
29031,29031,100,292,4,0,296,296,0,0.9864864864864865,0.013513513513513514,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29032,29032,100,289,4,0,293,293,0,0.9863481228668942,0.013651877133105802,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29033,29033,100,253,2,0,255,255,0,0.9921568627450981,0.00784313725490196,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29034,29034,100,254,4,0,258,258,0,0.9844961240310077,0.015503875968992248,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29035,29035,100,161,3,0,164,164,0,0.9817073170731707,0.018292682926829267,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29036,29036,100,137,19,0,156,156,0,0.8782051282051282,0.12179487179487179,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29037,29037,100,145,16,0,161,161,0,0.9006211180124224,0.09937888198757763,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29038,29038,100,196,15,0,211,211,0,0.9289099526066351,0.07109004739336493,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29039,29039,100,87,13,0,100,100,0,0.87,0.13,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29040,29040,100,125,0,0,125,125,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29041,29041,100,188,3,2,193,191,2,0.9740932642487047,0.015544041450777202,0.010362694300518135,0.9896373056994818,0.010362694300518135,Mojgan Cohanim Lancman RECAP,0.9896373056994818
29042,29042,100,214,5,0,219,219,0,0.9771689497716894,0.0228310502283105,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29043,29043,100,170,11,0,181,181,0,0.9392265193370166,0.06077348066298342,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29044,29044,100,145,8,0,153,153,0,0.9477124183006536,0.05228758169934641,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29045,29045,100,205,9,0,214,214,0,0.9579439252336449,0.04205607476635514,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29046,29046,100,213,14,0,227,227,0,0.9383259911894273,0.06167400881057269,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29047,29047,100,231,6,0,237,237,0,0.9746835443037974,0.02531645569620253,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29048,29048,100,166,10,2,178,176,2,0.9325842696629213,0.056179775280898875,0.011235955056179775,0.9887640449438202,0.011235955056179775,Mojgan Cohanim Lancman RECAP,0.9887640449438202
29049,29049,100,158,8,0,166,166,0,0.9518072289156626,0.04819277108433735,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29050,29050,100,247,5,0,252,252,0,0.9801587301587301,0.01984126984126984,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29051,29051,100,286,4,0,290,290,0,0.9862068965517241,0.013793103448275862,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29052,29052,100,244,1,0,245,245,0,0.9959183673469387,0.004081632653061225,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29053,29053,100,194,5,0,199,199,0,0.9748743718592965,0.02512562814070352,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29054,29054,100,265,7,0,272,272,0,0.9742647058823529,0.025735294117647058,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29055,29055,100,262,9,0,271,271,0,0.966789667896679,0.033210332103321034,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29056,29056,100,214,3,0,217,217,0,0.9861751152073732,0.013824884792626729,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29057,29057,100,182,6,1,189,188,1,0.9629629629629629,0.031746031746031744,0.005291005291005291,0.9947089947089947,0.005291005291005291,Mojgan Cohanim Lancman RECAP,0.9947089947089947
29058,29058,100,236,8,0,244,244,0,0.9672131147540983,0.03278688524590164,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29059,29059,100,326,4,1,331,330,1,0.9848942598187311,0.012084592145015106,0.0030211480362537764,0.9969788519637462,0.0030211480362537764,Mojgan Cohanim Lancman RECAP,0.9969788519637462
29060,29060,100,308,5,0,313,313,0,0.9840255591054313,0.01597444089456869,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29061,29061,100,295,6,0,301,301,0,0.9800664451827242,0.019933554817275746,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29062,29062,100,336,7,1,344,343,1,0.9767441860465116,0.020348837209302327,0.0029069767441860465,0.997093023255814,0.0029069767441860465,Mojgan Cohanim Lancman RECAP,0.997093023255814
29063,29063,100,265,2,0,267,267,0,0.9925093632958801,0.00749063670411985,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29064,29064,100,188,5,0,193,193,0,0.9740932642487047,0.025906735751295335,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29065,29065,100,181,5,0,186,186,0,0.9731182795698925,0.026881720430107527,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29066,29066,100,204,9,0,213,213,0,0.9577464788732394,0.04225352112676056,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29067,29067,100,175,7,0,182,182,0,0.9615384615384616,0.038461538461538464,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29068,29068,100,221,19,0,240,240,0,0.9208333333333333,0.07916666666666666,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29069,29069,100,82,2,0,84,84,0,0.9761904761904762,0.023809523809523808,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
