ED,Reported As,Reporting,Jerrold L. Nadler (Working Families),Ross Brady (Conservative),Jerrold L. Nadler (Democratic),Scattered,Michael J. Dilger (Flourish),Total Votes,Jerrold L. Nadler RECAP,Ross Brady RECAP,Scattered RECAP,Michael J. Dilger RECAP,p_Jerrold L. Nadler (Working Families),p_Ross Brady (Conservative),p_Jerrold L. Nadler (Democratic),p_Scattered,p_Michael J. Dilger (Flourish),p_Jerrold L. Nadler RECAP,p_Ross Brady RECAP,p_Scattered RECAP,p_Michael J. Dilger RECAP,winner,winner_p
69027,69027,100,17,17,96,0,4,134,113,17,0,4,0.12686567164179105,0.12686567164179105,0.7164179104477612,0.0,0.029850746268656716,0.8432835820895522,0.12686567164179105,0.0,0.029850746268656716,Jerrold L. Nadler RECAP,0.8432835820895522
69028,69028,100,9,3,94,0,0,106,103,3,0,0,0.08490566037735849,0.02830188679245283,0.8867924528301887,0.0,0.0,0.9716981132075472,0.02830188679245283,0.0,0.0,Jerrold L. Nadler RECAP,0.9716981132075472
69029,69029,100,82,13,257,0,0,352,339,13,0,0,0.23295454545454544,0.036931818181818184,0.7301136363636364,0.0,0.0,0.9630681818181818,0.036931818181818184,0.0,0.0,Jerrold L. Nadler RECAP,0.9630681818181818
69030,69030,100,83,18,230,0,1,332,313,18,0,1,0.25,0.05421686746987952,0.6927710843373494,0.0,0.0030120481927710845,0.9427710843373494,0.05421686746987952,0.0,0.0030120481927710845,Jerrold L. Nadler RECAP,0.9427710843373494
69031,69031,100,55,12,229,1,3,300,284,12,1,3,0.18333333333333332,0.04,0.7633333333333333,0.0033333333333333335,0.01,0.9466666666666667,0.04,0.0033333333333333335,0.01,Jerrold L. Nadler RECAP,0.9466666666666667
69032,69032,100,100,16,231,0,1,348,331,16,0,1,0.28735632183908044,0.04597701149425287,0.6637931034482759,0.0,0.0028735632183908046,0.9511494252873564,0.04597701149425287,0.0,0.0028735632183908046,Jerrold L. Nadler RECAP,0.9511494252873564
69033,69033,100,87,23,281,1,1,393,368,23,1,1,0.22137404580152673,0.058524173027989825,0.7150127226463104,0.002544529262086514,0.002544529262086514,0.9363867684478372,0.058524173027989825,0.002544529262086514,0.002544529262086514,Jerrold L. Nadler RECAP,0.9363867684478372
69034,69034,100,70,22,227,0,0,319,297,22,0,0,0.219435736677116,0.06896551724137931,0.7115987460815048,0.0,0.0,0.9310344827586207,0.06896551724137931,0.0,0.0,Jerrold L. Nadler RECAP,0.9310344827586207
69035,69035,100,25,11,81,0,1,118,106,11,0,1,0.211864406779661,0.09322033898305085,0.6864406779661016,0.0,0.00847457627118644,0.8983050847457628,0.09322033898305085,0.0,0.00847457627118644,Jerrold L. Nadler RECAP,0.8983050847457628
69036,69036,100,3,3,24,0,0,30,27,3,0,0,0.1,0.1,0.8,0.0,0.0,0.9,0.1,0.0,0.0,Jerrold L. Nadler RECAP,0.9
69037,69037,100,31,14,136,1,2,184,167,14,1,2,0.16847826086956522,0.07608695652173914,0.7391304347826086,0.005434782608695652,0.010869565217391304,0.907608695652174,0.07608695652173914,0.005434782608695652,0.010869565217391304,Jerrold L. Nadler RECAP,0.907608695652174
69038,69038,100,35,20,204,0,0,259,239,20,0,0,0.13513513513513514,0.07722007722007722,0.7876447876447876,0.0,0.0,0.9227799227799228,0.07722007722007722,0.0,0.0,Jerrold L. Nadler RECAP,0.9227799227799228
69039,69039,100,61,19,226,0,3,309,287,19,0,3,0.19741100323624594,0.061488673139158574,0.7313915857605178,0.0,0.009708737864077669,0.9288025889967637,0.061488673139158574,0.0,0.009708737864077669,Jerrold L. Nadler RECAP,0.9288025889967637
69040,69040,100,75,14,260,0,0,349,335,14,0,0,0.2148997134670487,0.04011461318051576,0.7449856733524355,0.0,0.0,0.9598853868194842,0.04011461318051576,0.0,0.0,Jerrold L. Nadler RECAP,0.9598853868194842
69041,69041,100,72,16,278,0,4,370,350,16,0,4,0.1945945945945946,0.043243243243243246,0.7513513513513513,0.0,0.010810810810810811,0.9459459459459459,0.043243243243243246,0.0,0.010810810810810811,Jerrold L. Nadler RECAP,0.9459459459459459
69042,69042,100,55,25,260,0,1,341,315,25,0,1,0.16129032258064516,0.07331378299120235,0.7624633431085044,0.0,0.002932551319648094,0.9237536656891495,0.07331378299120235,0.0,0.002932551319648094,Jerrold L. Nadler RECAP,0.9237536656891495
69043,69043,100,62,8,234,0,1,305,296,8,0,1,0.20327868852459016,0.02622950819672131,0.7672131147540984,0.0,0.003278688524590164,0.9704918032786886,0.02622950819672131,0.0,0.003278688524590164,Jerrold L. Nadler RECAP,0.9704918032786886
69044,69044,100,53,16,194,0,1,264,247,16,0,1,0.20075757575757575,0.06060606060606061,0.7348484848484849,0.0,0.003787878787878788,0.9356060606060606,0.06060606060606061,0.0,0.003787878787878788,Jerrold L. Nadler RECAP,0.9356060606060606
69045,69045,100,78,35,267,1,1,382,345,35,1,1,0.20418848167539266,0.09162303664921466,0.6989528795811518,0.002617801047120419,0.002617801047120419,0.9031413612565445,0.09162303664921466,0.002617801047120419,0.002617801047120419,Jerrold L. Nadler RECAP,0.9031413612565445
69046,69046,100,57,23,292,0,5,377,349,23,0,5,0.15119363395225463,0.0610079575596817,0.7745358090185677,0.0,0.013262599469496022,0.9257294429708223,0.0610079575596817,0.0,0.013262599469496022,Jerrold L. Nadler RECAP,0.9257294429708223
69047,69047,100,88,17,260,0,2,367,348,17,0,2,0.23978201634877383,0.04632152588555858,0.7084468664850136,0.0,0.005449591280653951,0.9482288828337875,0.04632152588555858,0.0,0.005449591280653951,Jerrold L. Nadler RECAP,0.9482288828337875
69048,69048,100,72,18,216,0,2,308,288,18,0,2,0.23376623376623376,0.05844155844155844,0.7012987012987013,0.0,0.006493506493506494,0.935064935064935,0.05844155844155844,0.0,0.006493506493506494,Jerrold L. Nadler RECAP,0.935064935064935
69049,69049,100,80,24,204,0,3,311,284,24,0,3,0.2572347266881029,0.07717041800643087,0.6559485530546624,0.0,0.00964630225080386,0.9131832797427653,0.07717041800643087,0.0,0.00964630225080386,Jerrold L. Nadler RECAP,0.9131832797427653
69050,69050,100,55,14,233,0,5,307,288,14,0,5,0.1791530944625407,0.04560260586319218,0.758957654723127,0.0,0.016286644951140065,0.9381107491856677,0.04560260586319218,0.0,0.016286644951140065,Jerrold L. Nadler RECAP,0.9381107491856677
69051,69051,100,44,12,164,1,4,225,208,12,1,4,0.19555555555555557,0.05333333333333334,0.7288888888888889,0.0044444444444444444,0.017777777777777778,0.9244444444444444,0.05333333333333334,0.0044444444444444444,0.017777777777777778,Jerrold L. Nadler RECAP,0.9244444444444444
69052,69052,100,43,9,193,1,3,249,236,9,1,3,0.17269076305220885,0.03614457831325301,0.7751004016064257,0.004016064257028112,0.012048192771084338,0.9477911646586346,0.03614457831325301,0.004016064257028112,0.012048192771084338,Jerrold L. Nadler RECAP,0.9477911646586346
69058,69058,100,42,13,163,0,1,219,205,13,0,1,0.1917808219178082,0.0593607305936073,0.7442922374429224,0.0,0.0045662100456621,0.9360730593607306,0.0593607305936073,0.0,0.0045662100456621,Jerrold L. Nadler RECAP,0.9360730593607306
69059,69059,100,31,4,90,0,0,125,121,4,0,0,0.248,0.032,0.72,0.0,0.0,0.968,0.032,0.0,0.0,Jerrold L. Nadler RECAP,0.968
69060,69060,100,61,11,218,1,1,292,279,11,1,1,0.2089041095890411,0.03767123287671233,0.7465753424657534,0.003424657534246575,0.003424657534246575,0.9554794520547946,0.03767123287671233,0.003424657534246575,0.003424657534246575,Jerrold L. Nadler RECAP,0.9554794520547946
69061,69061,100,72,16,239,0,4,331,311,16,0,4,0.2175226586102719,0.04833836858006042,0.7220543806646526,0.0,0.012084592145015106,0.9395770392749244,0.04833836858006042,0.0,0.012084592145015106,Jerrold L. Nadler RECAP,0.9395770392749244
69062,69062,100,57,14,222,2,2,297,279,14,2,2,0.1919191919191919,0.04713804713804714,0.7474747474747475,0.006734006734006734,0.006734006734006734,0.9393939393939394,0.04713804713804714,0.006734006734006734,0.006734006734006734,Jerrold L. Nadler RECAP,0.9393939393939394
69063,69063,100,95,20,321,0,0,436,416,20,0,0,0.21788990825688073,0.045871559633027525,0.7362385321100917,0.0,0.0,0.9541284403669725,0.045871559633027525,0.0,0.0,Jerrold L. Nadler RECAP,0.9541284403669725
69064,69064,100,57,15,258,0,1,331,315,15,0,1,0.17220543806646527,0.045317220543806644,0.7794561933534743,0.0,0.0030211480362537764,0.9516616314199395,0.045317220543806644,0.0,0.0030211480362537764,Jerrold L. Nadler RECAP,0.9516616314199395
69065,69065,100,71,16,222,0,1,310,293,16,0,1,0.22903225806451613,0.05161290322580645,0.7161290322580646,0.0,0.0032258064516129032,0.9451612903225807,0.05161290322580645,0.0,0.0032258064516129032,Jerrold L. Nadler RECAP,0.9451612903225807
69066,69066,100,30,3,70,0,0,103,100,3,0,0,0.2912621359223301,0.02912621359223301,0.6796116504854369,0.0,0.0,0.970873786407767,0.02912621359223301,0.0,0.0,Jerrold L. Nadler RECAP,0.970873786407767
69071,69071,100,25,7,84,0,1,117,109,7,0,1,0.21367521367521367,0.05982905982905983,0.717948717948718,0.0,0.008547008547008548,0.9316239316239316,0.05982905982905983,0.0,0.008547008547008548,Jerrold L. Nadler RECAP,0.9316239316239316
69072,69072,100,100,28,301,0,3,432,401,28,0,3,0.23148148148148148,0.06481481481481481,0.6967592592592593,0.0,0.006944444444444444,0.9282407407407407,0.06481481481481481,0.0,0.006944444444444444,Jerrold L. Nadler RECAP,0.9282407407407407
69073,69073,100,76,29,263,1,1,370,339,29,1,1,0.20540540540540542,0.07837837837837838,0.7108108108108108,0.002702702702702703,0.002702702702702703,0.9162162162162162,0.07837837837837838,0.002702702702702703,0.002702702702702703,Jerrold L. Nadler RECAP,0.9162162162162162
69077,69077,100,65,11,207,0,0,283,272,11,0,0,0.22968197879858657,0.038869257950530034,0.7314487632508834,0.0,0.0,0.9611307420494699,0.038869257950530034,0.0,0.0,Jerrold L. Nadler RECAP,0.9611307420494699
69078,69078,100,41,18,211,1,0,271,252,18,1,0,0.15129151291512916,0.06642066420664207,0.7785977859778598,0.0036900369003690036,0.0,0.9298892988929889,0.06642066420664207,0.0036900369003690036,0.0,Jerrold L. Nadler RECAP,0.9298892988929889
69079,69079,100,39,7,152,0,3,201,191,7,0,3,0.19402985074626866,0.03482587064676617,0.7562189054726368,0.0,0.014925373134328358,0.9502487562189055,0.03482587064676617,0.0,0.014925373134328358,Jerrold L. Nadler RECAP,0.9502487562189055
69084,69084,100,52,10,156,0,2,220,208,10,0,2,0.23636363636363636,0.045454545454545456,0.7090909090909091,0.0,0.00909090909090909,0.9454545454545454,0.045454545454545456,0.0,0.00909090909090909,Jerrold L. Nadler RECAP,0.9454545454545454
69085,69085,100,43,18,164,1,0,226,207,18,1,0,0.1902654867256637,0.07964601769911504,0.7256637168141593,0.004424778761061947,0.0,0.915929203539823,0.07964601769911504,0.004424778761061947,0.0,Jerrold L. Nadler RECAP,0.915929203539823
69086,69086,100,87,13,325,0,7,432,412,13,0,7,0.2013888888888889,0.03009259259259259,0.7523148148148148,0.0,0.016203703703703703,0.9537037037037037,0.03009259259259259,0.0,0.016203703703703703,Jerrold L. Nadler RECAP,0.9537037037037037
69087,69087,100,78,7,236,1,2,324,314,7,1,2,0.24074074074074073,0.021604938271604937,0.7283950617283951,0.0030864197530864196,0.006172839506172839,0.9691358024691358,0.021604938271604937,0.0030864197530864196,0.006172839506172839,Jerrold L. Nadler RECAP,0.9691358024691358
69088,69085,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
69089,69089,100,4,1,48,0,0,53,52,1,0,0,0.07547169811320754,0.018867924528301886,0.9056603773584906,0.0,0.0,0.9811320754716981,0.018867924528301886,0.0,0.0,Jerrold L. Nadler RECAP,0.9811320754716981
69090,69090,100,43,12,191,1,0,247,234,12,1,0,0.17408906882591094,0.048582995951417005,0.7732793522267206,0.004048582995951417,0.0,0.9473684210526315,0.048582995951417005,0.004048582995951417,0.0,Jerrold L. Nadler RECAP,0.9473684210526315
69091,69091,100,49,14,153,0,4,220,202,14,0,4,0.22272727272727272,0.06363636363636363,0.6954545454545454,0.0,0.01818181818181818,0.9181818181818182,0.06363636363636363,0.0,0.01818181818181818,Jerrold L. Nadler RECAP,0.9181818181818182
69092,69092,100,50,6,203,0,3,262,253,6,0,3,0.19083969465648856,0.022900763358778626,0.7748091603053435,0.0,0.011450381679389313,0.9656488549618321,0.022900763358778626,0.0,0.011450381679389313,Jerrold L. Nadler RECAP,0.9656488549618321
69093,69093,100,120,15,292,2,1,430,412,15,2,1,0.27906976744186046,0.03488372093023256,0.6790697674418604,0.004651162790697674,0.002325581395348837,0.958139534883721,0.03488372093023256,0.004651162790697674,0.002325581395348837,Jerrold L. Nadler RECAP,0.958139534883721
69094,69094,100,34,7,96,0,0,137,130,7,0,0,0.24817518248175183,0.051094890510948905,0.7007299270072993,0.0,0.0,0.948905109489051,0.051094890510948905,0.0,0.0,Jerrold L. Nadler RECAP,0.948905109489051
69095,69095,100,84,18,211,1,5,319,295,18,1,5,0.26332288401253917,0.05642633228840126,0.6614420062695925,0.003134796238244514,0.01567398119122257,0.9247648902821317,0.05642633228840126,0.003134796238244514,0.01567398119122257,Jerrold L. Nadler RECAP,0.9247648902821317
69096,69096,100,7,1,16,0,1,25,23,1,0,1,0.28,0.04,0.64,0.0,0.04,0.92,0.04,0.0,0.04,Jerrold L. Nadler RECAP,0.92
69097,69097,100,47,7,149,0,0,203,196,7,0,0,0.2315270935960591,0.034482758620689655,0.7339901477832512,0.0,0.0,0.9655172413793104,0.034482758620689655,0.0,0.0,Jerrold L. Nadler RECAP,0.9655172413793104
69104,69104,100,13,5,53,0,0,71,66,5,0,0,0.18309859154929578,0.07042253521126761,0.7464788732394366,0.0,0.0,0.9295774647887324,0.07042253521126761,0.0,0.0,Jerrold L. Nadler RECAP,0.9295774647887324
69201,69201,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
69202,69202,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
69203,69203,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
70064,70064,100,5,0,6,0,0,11,11,0,0,0,0.45454545454545453,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,Jerrold L. Nadler RECAP,1.0
70065,70065,100,67,18,188,0,2,275,255,18,0,2,0.24363636363636362,0.06545454545454546,0.6836363636363636,0.0,0.007272727272727273,0.9272727272727272,0.06545454545454546,0.0,0.007272727272727273,Jerrold L. Nadler RECAP,0.9272727272727272
75012,75012,100,28,14,173,1,1,217,201,14,1,1,0.12903225806451613,0.06451612903225806,0.7972350230414746,0.004608294930875576,0.004608294930875576,0.9262672811059908,0.06451612903225806,0.004608294930875576,0.004608294930875576,Jerrold L. Nadler RECAP,0.9262672811059908
75013,75013,100,18,14,114,0,2,148,132,14,0,2,0.12162162162162163,0.0945945945945946,0.7702702702702703,0.0,0.013513513513513514,0.8918918918918919,0.0945945945945946,0.0,0.013513513513513514,Jerrold L. Nadler RECAP,0.8918918918918919
75014,75014,100,20,18,157,1,2,198,177,18,1,2,0.10101010101010101,0.09090909090909091,0.7929292929292929,0.005050505050505051,0.010101010101010102,0.8939393939393939,0.09090909090909091,0.005050505050505051,0.010101010101010102,Jerrold L. Nadler RECAP,0.8939393939393939
75015,75015,100,47,14,171,0,1,233,218,14,0,1,0.2017167381974249,0.060085836909871244,0.7339055793991416,0.0,0.004291845493562232,0.9356223175965666,0.060085836909871244,0.0,0.004291845493562232,Jerrold L. Nadler RECAP,0.9356223175965666
75020,75020,100,78,17,261,0,1,357,339,17,0,1,0.2184873949579832,0.047619047619047616,0.7310924369747899,0.0,0.0028011204481792717,0.9495798319327731,0.047619047619047616,0.0,0.0028011204481792717,Jerrold L. Nadler RECAP,0.9495798319327731
75021,75021,100,29,9,135,0,0,173,164,9,0,0,0.1676300578034682,0.05202312138728324,0.7803468208092486,0.0,0.0,0.9479768786127167,0.05202312138728324,0.0,0.0,Jerrold L. Nadler RECAP,0.9479768786127167
75022,75022,100,21,18,185,0,2,226,206,18,0,2,0.09292035398230089,0.07964601769911504,0.8185840707964602,0.0,0.008849557522123894,0.911504424778761,0.07964601769911504,0.0,0.008849557522123894,Jerrold L. Nadler RECAP,0.911504424778761
75023,75023,100,39,12,193,0,1,245,232,12,0,1,0.15918367346938775,0.04897959183673469,0.7877551020408163,0.0,0.004081632653061225,0.9469387755102041,0.04897959183673469,0.0,0.004081632653061225,Jerrold L. Nadler RECAP,0.9469387755102041
75024,75024,100,53,15,200,0,0,268,253,15,0,0,0.19776119402985073,0.055970149253731345,0.746268656716418,0.0,0.0,0.9440298507462687,0.055970149253731345,0.0,0.0,Jerrold L. Nadler RECAP,0.9440298507462687
75025,75025,100,70,15,208,0,1,294,278,15,0,1,0.23809523809523808,0.05102040816326531,0.7074829931972789,0.0,0.003401360544217687,0.9455782312925171,0.05102040816326531,0.0,0.003401360544217687,Jerrold L. Nadler RECAP,0.9455782312925171
75026,75026,100,75,19,248,0,1,343,323,19,0,1,0.21865889212827988,0.05539358600583091,0.7230320699708455,0.0,0.0029154518950437317,0.9416909620991254,0.05539358600583091,0.0,0.0029154518950437317,Jerrold L. Nadler RECAP,0.9416909620991254
75038,75038,100,131,36,214,0,2,383,345,36,0,2,0.34203655352480417,0.09399477806788512,0.5587467362924282,0.0,0.005221932114882507,0.9007832898172323,0.09399477806788512,0.0,0.005221932114882507,Jerrold L. Nadler RECAP,0.9007832898172323
75039,75039,100,27,16,126,0,0,169,153,16,0,0,0.15976331360946747,0.09467455621301775,0.7455621301775148,0.0,0.0,0.9053254437869822,0.09467455621301775,0.0,0.0,Jerrold L. Nadler RECAP,0.9053254437869822
75040,75040,100,21,2,115,0,3,141,136,2,0,3,0.14893617021276595,0.014184397163120567,0.8156028368794326,0.0,0.02127659574468085,0.9645390070921985,0.014184397163120567,0.0,0.02127659574468085,Jerrold L. Nadler RECAP,0.9645390070921985
75041,75041,100,78,20,209,0,0,307,287,20,0,0,0.254071661237785,0.06514657980456026,0.6807817589576547,0.0,0.0,0.9348534201954397,0.06514657980456026,0.0,0.0,Jerrold L. Nadler RECAP,0.9348534201954397
75043,75043,100,146,24,240,2,3,415,386,24,2,3,0.35180722891566263,0.05783132530120482,0.5783132530120482,0.004819277108433735,0.007228915662650603,0.9301204819277108,0.05783132530120482,0.004819277108433735,0.007228915662650603,Jerrold L. Nadler RECAP,0.9301204819277108
75044,75044,100,128,31,285,0,1,445,413,31,0,1,0.2876404494382023,0.0696629213483146,0.6404494382022472,0.0,0.0022471910112359553,0.9280898876404494,0.0696629213483146,0.0,0.0022471910112359553,Jerrold L. Nadler RECAP,0.9280898876404494
75045,75045,100,13,3,99,1,0,116,112,3,1,0,0.11206896551724138,0.02586206896551724,0.853448275862069,0.008620689655172414,0.0,0.9655172413793104,0.02586206896551724,0.008620689655172414,0.0,Jerrold L. Nadler RECAP,0.9655172413793104
75046,75046,100,17,1,47,0,2,67,64,1,0,2,0.2537313432835821,0.014925373134328358,0.7014925373134329,0.0,0.029850746268656716,0.9552238805970149,0.014925373134328358,0.0,0.029850746268656716,Jerrold L. Nadler RECAP,0.9552238805970149
75047,75047,100,24,10,112,0,1,147,136,10,0,1,0.16326530612244897,0.06802721088435375,0.7619047619047619,0.0,0.006802721088435374,0.9251700680272109,0.06802721088435375,0.0,0.006802721088435374,Jerrold L. Nadler RECAP,0.9251700680272109
75060,75060,100,0,1,0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ross Brady RECAP,1.0
75062,75062,100,31,18,177,0,6,232,208,18,0,6,0.1336206896551724,0.07758620689655173,0.7629310344827587,0.0,0.02586206896551724,0.896551724137931,0.07758620689655173,0.0,0.02586206896551724,Jerrold L. Nadler RECAP,0.896551724137931
75063,75063,100,35,12,140,0,2,189,175,12,0,2,0.18518518518518517,0.06349206349206349,0.7407407407407407,0.0,0.010582010582010581,0.9259259259259259,0.06349206349206349,0.0,0.010582010582010581,Jerrold L. Nadler RECAP,0.9259259259259259
75064,75064,100,37,26,191,0,4,258,228,26,0,4,0.1434108527131783,0.10077519379844961,0.7403100775193798,0.0,0.015503875968992248,0.8837209302325582,0.10077519379844961,0.0,0.015503875968992248,Jerrold L. Nadler RECAP,0.8837209302325582
75066,75066,100,6,6,43,0,0,55,49,6,0,0,0.10909090909090909,0.10909090909090909,0.7818181818181819,0.0,0.0,0.8909090909090909,0.10909090909090909,0.0,0.0,Jerrold L. Nadler RECAP,0.8909090909090909
75067,75067,100,12,6,91,0,0,109,103,6,0,0,0.11009174311926606,0.05504587155963303,0.8348623853211009,0.0,0.0,0.944954128440367,0.05504587155963303,0.0,0.0,Jerrold L. Nadler RECAP,0.944954128440367
75068,75068,100,7,9,39,0,1,56,46,9,0,1,0.125,0.16071428571428573,0.6964285714285714,0.0,0.017857142857142856,0.8214285714285714,0.16071428571428573,0.0,0.017857142857142856,Jerrold L. Nadler RECAP,0.8214285714285714
75069,75069,100,17,13,103,1,0,134,120,13,1,0,0.12686567164179105,0.09701492537313433,0.7686567164179104,0.007462686567164179,0.0,0.8955223880597015,0.09701492537313433,0.007462686567164179,0.0,Jerrold L. Nadler RECAP,0.8955223880597015
75070,75070,100,47,26,187,0,4,264,234,26,0,4,0.17803030303030304,0.09848484848484848,0.7083333333333334,0.0,0.015151515151515152,0.8863636363636364,0.09848484848484848,0.0,0.015151515151515152,Jerrold L. Nadler RECAP,0.8863636363636364
75071,75071,100,115,28,391,0,7,541,506,28,0,7,0.21256931608133087,0.051756007393715345,0.722735674676525,0.0,0.012939001848428836,0.9353049907578558,0.051756007393715345,0.0,0.012939001848428836,Jerrold L. Nadler RECAP,0.9353049907578558
75072,75072,100,107,13,465,1,3,589,572,13,1,3,0.18166383701188454,0.022071307300509338,0.7894736842105263,0.001697792869269949,0.0050933786078098476,0.9711375212224108,0.022071307300509338,0.001697792869269949,0.0050933786078098476,Jerrold L. Nadler RECAP,0.9711375212224108
75073,75073,100,22,11,108,1,2,144,130,11,1,2,0.1527777777777778,0.0763888888888889,0.75,0.006944444444444444,0.013888888888888888,0.9027777777777778,0.0763888888888889,0.006944444444444444,0.013888888888888888,Jerrold L. Nadler RECAP,0.9027777777777778
75077,75077,100,12,14,73,0,0,99,85,14,0,0,0.12121212121212122,0.1414141414141414,0.7373737373737373,0.0,0.0,0.8585858585858586,0.1414141414141414,0.0,0.0,Jerrold L. Nadler RECAP,0.8585858585858586
75078,75078,100,24,6,112,0,1,143,136,6,0,1,0.16783216783216784,0.04195804195804196,0.7832167832167832,0.0,0.006993006993006993,0.951048951048951,0.04195804195804196,0.0,0.006993006993006993,Jerrold L. Nadler RECAP,0.951048951048951
75079,75079,100,31,13,171,2,2,219,202,13,2,2,0.1415525114155251,0.0593607305936073,0.7808219178082192,0.0091324200913242,0.0091324200913242,0.9223744292237442,0.0593607305936073,0.0091324200913242,0.0091324200913242,Jerrold L. Nadler RECAP,0.9223744292237442
75080,75080,100,42,20,231,0,1,294,273,20,0,1,0.14285714285714285,0.06802721088435375,0.7857142857142857,0.0,0.003401360544217687,0.9285714285714286,0.06802721088435375,0.0,0.003401360544217687,Jerrold L. Nadler RECAP,0.9285714285714286
75081,75081,100,18,14,110,2,0,144,128,14,2,0,0.125,0.09722222222222222,0.7638888888888888,0.013888888888888888,0.0,0.8888888888888888,0.09722222222222222,0.013888888888888888,0.0,Jerrold L. Nadler RECAP,0.8888888888888888
75082,75082,100,43,13,138,2,3,199,181,13,2,3,0.21608040201005024,0.06532663316582915,0.6934673366834171,0.010050251256281407,0.01507537688442211,0.9095477386934674,0.06532663316582915,0.010050251256281407,0.01507537688442211,Jerrold L. Nadler RECAP,0.9095477386934674
75083,75083,100,44,22,227,0,4,297,271,22,0,4,0.14814814814814814,0.07407407407407407,0.7643097643097643,0.0,0.013468013468013467,0.9124579124579124,0.07407407407407407,0.0,0.013468013468013467,Jerrold L. Nadler RECAP,0.9124579124579124
75084,75084,100,34,29,212,1,3,279,246,29,1,3,0.12186379928315412,0.1039426523297491,0.7598566308243727,0.0035842293906810036,0.010752688172043012,0.8817204301075269,0.1039426523297491,0.0035842293906810036,0.010752688172043012,Jerrold L. Nadler RECAP,0.8817204301075269
75085,75085,100,22,11,115,0,2,150,137,11,0,2,0.14666666666666667,0.07333333333333333,0.7666666666666667,0.0,0.013333333333333334,0.9133333333333333,0.07333333333333333,0.0,0.013333333333333334,Jerrold L. Nadler RECAP,0.9133333333333333
75094,75094,100,24,26,142,0,0,192,166,26,0,0,0.125,0.13541666666666666,0.7395833333333334,0.0,0.0,0.8645833333333334,0.13541666666666666,0.0,0.0,Jerrold L. Nadler RECAP,0.8645833333333334
75095,75095,100,23,32,219,2,2,278,242,32,2,2,0.08273381294964029,0.11510791366906475,0.7877697841726619,0.007194244604316547,0.007194244604316547,0.8705035971223022,0.11510791366906475,0.007194244604316547,0.007194244604316547,Jerrold L. Nadler RECAP,0.8705035971223022
75096,75096,100,26,24,157,0,1,208,183,24,0,1,0.125,0.11538461538461539,0.7548076923076923,0.0,0.004807692307692308,0.8798076923076923,0.11538461538461539,0.0,0.004807692307692308,Jerrold L. Nadler RECAP,0.8798076923076923
75097,75097,100,32,40,257,2,0,331,289,40,2,0,0.09667673716012085,0.12084592145015106,0.7764350453172205,0.006042296072507553,0.0,0.8731117824773413,0.12084592145015106,0.006042296072507553,0.0,Jerrold L. Nadler RECAP,0.8731117824773413
75098,75098,100,25,29,147,0,1,202,172,29,0,1,0.12376237623762376,0.14356435643564355,0.7277227722772277,0.0,0.0049504950495049506,0.8514851485148515,0.14356435643564355,0.0,0.0049504950495049506,Jerrold L. Nadler RECAP,0.8514851485148515
75099,75099,100,49,32,156,1,3,241,205,32,1,3,0.2033195020746888,0.13278008298755187,0.6473029045643154,0.004149377593360996,0.012448132780082987,0.8506224066390041,0.13278008298755187,0.004149377593360996,0.012448132780082987,Jerrold L. Nadler RECAP,0.8506224066390041
75100,75100,100,28,25,175,1,2,231,203,25,1,2,0.12121212121212122,0.10822510822510822,0.7575757575757576,0.004329004329004329,0.008658008658008658,0.8787878787878788,0.10822510822510822,0.004329004329004329,0.008658008658008658,Jerrold L. Nadler RECAP,0.8787878787878788
75101,75101,100,1,8,16,0,0,25,17,8,0,0,0.04,0.32,0.64,0.0,0.0,0.68,0.32,0.0,0.0,Jerrold L. Nadler RECAP,0.68
75103,75103,100,13,13,125,0,3,154,138,13,0,3,0.08441558441558442,0.08441558441558442,0.8116883116883117,0.0,0.01948051948051948,0.8961038961038961,0.08441558441558442,0.0,0.01948051948051948,Jerrold L. Nadler RECAP,0.8961038961038961
75200,75200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
75201,75201,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
75202,75202,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
75203,75203,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
75204,75204,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
75205,75205,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
42033,42033,100,5,0,6,0,0,11,11,0,0,0,0.45454545454545453,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,Jerrold L. Nadler RECAP,1.0
