ED,Reported As,Reporting,Joy F. Campanelli (Democratic),Vincent F. Martusciello (Conservative),Scattered,Total Votes,Joy F. Campanelli RECAP,Vincent F. Martusciello RECAP,Scattered RECAP,p_Joy F. Campanelli (Democratic),p_Vincent F. Martusciello (Conservative),p_Scattered,p_Joy F. Campanelli RECAP,p_Vincent F. Martusciello RECAP,p_Scattered RECAP,winner,winner_p
52004,52004,100,113,15,1,129,113,15,1,0.875968992248062,0.11627906976744186,0.007751937984496124,0.875968992248062,0.11627906976744186,0.007751937984496124,Joy F. Campanelli RECAP,0.875968992248062
52005,52005,100,106,15,2,123,106,15,2,0.8617886178861789,0.12195121951219512,0.016260162601626018,0.8617886178861789,0.12195121951219512,0.016260162601626018,Joy F. Campanelli RECAP,0.8617886178861789
52006,52006,100,61,3,0,64,61,3,0,0.953125,0.046875,0.0,0.953125,0.046875,0.0,Joy F. Campanelli RECAP,0.953125
52007,52007,100,295,41,0,336,295,41,0,0.8779761904761905,0.12202380952380952,0.0,0.8779761904761905,0.12202380952380952,0.0,Joy F. Campanelli RECAP,0.8779761904761905
52008,52008,100,303,47,0,350,303,47,0,0.8657142857142858,0.13428571428571429,0.0,0.8657142857142858,0.13428571428571429,0.0,Joy F. Campanelli RECAP,0.8657142857142858
52009,52009,100,231,33,0,264,231,33,0,0.875,0.125,0.0,0.875,0.125,0.0,Joy F. Campanelli RECAP,0.875
52010,52010,100,321,35,1,357,321,35,1,0.8991596638655462,0.09803921568627451,0.0028011204481792717,0.8991596638655462,0.09803921568627451,0.0028011204481792717,Joy F. Campanelli RECAP,0.8991596638655462
52011,52011,100,244,31,0,275,244,31,0,0.8872727272727273,0.11272727272727273,0.0,0.8872727272727273,0.11272727272727273,0.0,Joy F. Campanelli RECAP,0.8872727272727273
52012,52012,100,219,41,0,260,219,41,0,0.8423076923076923,0.1576923076923077,0.0,0.8423076923076923,0.1576923076923077,0.0,Joy F. Campanelli RECAP,0.8423076923076923
52013,52013,100,257,31,1,289,257,31,1,0.889273356401384,0.10726643598615918,0.0034602076124567475,0.889273356401384,0.10726643598615918,0.0034602076124567475,Joy F. Campanelli RECAP,0.889273356401384
52014,52014,100,260,24,1,285,260,24,1,0.9122807017543859,0.08421052631578947,0.0035087719298245615,0.9122807017543859,0.08421052631578947,0.0035087719298245615,Joy F. Campanelli RECAP,0.9122807017543859
52015,52015,100,287,29,0,316,287,29,0,0.9082278481012658,0.09177215189873418,0.0,0.9082278481012658,0.09177215189873418,0.0,Joy F. Campanelli RECAP,0.9082278481012658
52016,52016,100,294,45,1,340,294,45,1,0.8647058823529412,0.1323529411764706,0.0029411764705882353,0.8647058823529412,0.1323529411764706,0.0029411764705882353,Joy F. Campanelli RECAP,0.8647058823529412
52017,52017,100,271,32,0,303,271,32,0,0.8943894389438944,0.10561056105610561,0.0,0.8943894389438944,0.10561056105610561,0.0,Joy F. Campanelli RECAP,0.8943894389438944
52018,52018,100,240,32,0,272,240,32,0,0.8823529411764706,0.11764705882352941,0.0,0.8823529411764706,0.11764705882352941,0.0,Joy F. Campanelli RECAP,0.8823529411764706
52019,52019,100,229,22,0,251,229,22,0,0.9123505976095617,0.08764940239043825,0.0,0.9123505976095617,0.08764940239043825,0.0,Joy F. Campanelli RECAP,0.9123505976095617
52020,52020,100,207,39,0,246,207,39,0,0.8414634146341463,0.15853658536585366,0.0,0.8414634146341463,0.15853658536585366,0.0,Joy F. Campanelli RECAP,0.8414634146341463
52021,52021,100,39,2,0,41,39,2,0,0.9512195121951219,0.04878048780487805,0.0,0.9512195121951219,0.04878048780487805,0.0,Joy F. Campanelli RECAP,0.9512195121951219
52022,52022,100,127,9,0,136,127,9,0,0.9338235294117647,0.0661764705882353,0.0,0.9338235294117647,0.0661764705882353,0.0,Joy F. Campanelli RECAP,0.9338235294117647
52023,52023,100,460,49,2,511,460,49,2,0.9001956947162426,0.0958904109589041,0.003913894324853229,0.9001956947162426,0.0958904109589041,0.003913894324853229,Joy F. Campanelli RECAP,0.9001956947162426
52024,52024,100,39,4,0,43,39,4,0,0.9069767441860465,0.09302325581395349,0.0,0.9069767441860465,0.09302325581395349,0.0,Joy F. Campanelli RECAP,0.9069767441860465
52025,52025,100,121,16,0,137,121,16,0,0.8832116788321168,0.11678832116788321,0.0,0.8832116788321168,0.11678832116788321,0.0,Joy F. Campanelli RECAP,0.8832116788321168
52026,52026,100,166,14,1,181,166,14,1,0.9171270718232044,0.07734806629834254,0.0055248618784530384,0.9171270718232044,0.07734806629834254,0.0055248618784530384,Joy F. Campanelli RECAP,0.9171270718232044
52027,52027,100,86,4,0,90,86,4,0,0.9555555555555556,0.044444444444444446,0.0,0.9555555555555556,0.044444444444444446,0.0,Joy F. Campanelli RECAP,0.9555555555555556
52028,52028,100,245,27,0,272,245,27,0,0.9007352941176471,0.09926470588235294,0.0,0.9007352941176471,0.09926470588235294,0.0,Joy F. Campanelli RECAP,0.9007352941176471
52029,52029,100,232,14,0,246,232,14,0,0.943089430894309,0.056910569105691054,0.0,0.943089430894309,0.056910569105691054,0.0,Joy F. Campanelli RECAP,0.943089430894309
52030,52030,100,235,8,1,244,235,8,1,0.9631147540983607,0.03278688524590164,0.004098360655737705,0.9631147540983607,0.03278688524590164,0.004098360655737705,Joy F. Campanelli RECAP,0.9631147540983607
52031,52031,100,267,20,0,287,267,20,0,0.9303135888501742,0.06968641114982578,0.0,0.9303135888501742,0.06968641114982578,0.0,Joy F. Campanelli RECAP,0.9303135888501742
52032,52032,100,225,17,0,242,225,17,0,0.9297520661157025,0.07024793388429752,0.0,0.9297520661157025,0.07024793388429752,0.0,Joy F. Campanelli RECAP,0.9297520661157025
52033,52033,100,266,11,0,277,266,11,0,0.9602888086642599,0.039711191335740074,0.0,0.9602888086642599,0.039711191335740074,0.0,Joy F. Campanelli RECAP,0.9602888086642599
52034,52034,100,220,13,0,233,220,13,0,0.944206008583691,0.055793991416309016,0.0,0.944206008583691,0.055793991416309016,0.0,Joy F. Campanelli RECAP,0.944206008583691
52035,52035,100,246,19,0,265,246,19,0,0.9283018867924528,0.07169811320754717,0.0,0.9283018867924528,0.07169811320754717,0.0,Joy F. Campanelli RECAP,0.9283018867924528
52036,52036,100,294,28,0,322,294,28,0,0.9130434782608695,0.08695652173913043,0.0,0.9130434782608695,0.08695652173913043,0.0,Joy F. Campanelli RECAP,0.9130434782608695
52037,52037,100,254,29,0,283,254,29,0,0.8975265017667845,0.10247349823321555,0.0,0.8975265017667845,0.10247349823321555,0.0,Joy F. Campanelli RECAP,0.8975265017667845
52038,52038,100,282,32,2,316,282,32,2,0.8924050632911392,0.10126582278481013,0.006329113924050633,0.8924050632911392,0.10126582278481013,0.006329113924050633,Joy F. Campanelli RECAP,0.8924050632911392
52039,52039,100,248,28,0,276,248,28,0,0.8985507246376812,0.10144927536231885,0.0,0.8985507246376812,0.10144927536231885,0.0,Joy F. Campanelli RECAP,0.8985507246376812
52040,52040,100,298,18,1,317,298,18,1,0.9400630914826499,0.056782334384858045,0.0031545741324921135,0.9400630914826499,0.056782334384858045,0.0031545741324921135,Joy F. Campanelli RECAP,0.9400630914826499
52041,52041,100,107,7,0,114,107,7,0,0.9385964912280702,0.06140350877192982,0.0,0.9385964912280702,0.06140350877192982,0.0,Joy F. Campanelli RECAP,0.9385964912280702
52042,52042,100,201,21,0,222,201,21,0,0.9054054054054054,0.0945945945945946,0.0,0.9054054054054054,0.0945945945945946,0.0,Joy F. Campanelli RECAP,0.9054054054054054
52043,52043,100,219,24,0,243,219,24,0,0.9012345679012346,0.09876543209876543,0.0,0.9012345679012346,0.09876543209876543,0.0,Joy F. Campanelli RECAP,0.9012345679012346
52044,52044,100,263,45,1,309,263,45,1,0.8511326860841424,0.14563106796116504,0.003236245954692557,0.8511326860841424,0.14563106796116504,0.003236245954692557,Joy F. Campanelli RECAP,0.8511326860841424
52045,52045,100,201,34,0,235,201,34,0,0.8553191489361702,0.14468085106382977,0.0,0.8553191489361702,0.14468085106382977,0.0,Joy F. Campanelli RECAP,0.8553191489361702
52046,52046,100,249,42,0,291,249,42,0,0.8556701030927835,0.14432989690721648,0.0,0.8556701030927835,0.14432989690721648,0.0,Joy F. Campanelli RECAP,0.8556701030927835
52047,52047,100,163,18,0,181,163,18,0,0.9005524861878453,0.09944751381215469,0.0,0.9005524861878453,0.09944751381215469,0.0,Joy F. Campanelli RECAP,0.9005524861878453
52048,52048,100,246,22,0,268,246,22,0,0.917910447761194,0.08208955223880597,0.0,0.917910447761194,0.08208955223880597,0.0,Joy F. Campanelli RECAP,0.917910447761194
52049,52049,100,232,16,0,248,232,16,0,0.9354838709677419,0.06451612903225806,0.0,0.9354838709677419,0.06451612903225806,0.0,Joy F. Campanelli RECAP,0.9354838709677419
52050,52050,100,82,5,0,87,82,5,0,0.9425287356321839,0.05747126436781609,0.0,0.9425287356321839,0.05747126436781609,0.0,Joy F. Campanelli RECAP,0.9425287356321839
52051,52051,100,152,3,0,155,152,3,0,0.9806451612903225,0.01935483870967742,0.0,0.9806451612903225,0.01935483870967742,0.0,Joy F. Campanelli RECAP,0.9806451612903225
52052,52052,100,106,2,0,108,106,2,0,0.9814814814814815,0.018518518518518517,0.0,0.9814814814814815,0.018518518518518517,0.0,Joy F. Campanelli RECAP,0.9814814814814815
52053,52053,100,278,10,0,288,278,10,0,0.9652777777777778,0.034722222222222224,0.0,0.9652777777777778,0.034722222222222224,0.0,Joy F. Campanelli RECAP,0.9652777777777778
52054,52054,100,96,2,0,98,96,2,0,0.9795918367346939,0.02040816326530612,0.0,0.9795918367346939,0.02040816326530612,0.0,Joy F. Campanelli RECAP,0.9795918367346939
52055,52055,100,243,3,0,246,243,3,0,0.9878048780487805,0.012195121951219513,0.0,0.9878048780487805,0.012195121951219513,0.0,Joy F. Campanelli RECAP,0.9878048780487805
52056,52056,100,108,4,1,113,108,4,1,0.9557522123893806,0.035398230088495575,0.008849557522123894,0.9557522123893806,0.035398230088495575,0.008849557522123894,Joy F. Campanelli RECAP,0.9557522123893806
52057,52057,100,180,9,0,189,180,9,0,0.9523809523809523,0.047619047619047616,0.0,0.9523809523809523,0.047619047619047616,0.0,Joy F. Campanelli RECAP,0.9523809523809523
52058,52058,100,166,7,0,173,166,7,0,0.9595375722543352,0.04046242774566474,0.0,0.9595375722543352,0.04046242774566474,0.0,Joy F. Campanelli RECAP,0.9595375722543352
52059,52059,100,270,16,1,287,270,16,1,0.9407665505226481,0.05574912891986063,0.003484320557491289,0.9407665505226481,0.05574912891986063,0.003484320557491289,Joy F. Campanelli RECAP,0.9407665505226481
52060,52060,100,211,13,0,224,211,13,0,0.9419642857142857,0.05803571428571429,0.0,0.9419642857142857,0.05803571428571429,0.0,Joy F. Campanelli RECAP,0.9419642857142857
52061,52061,100,220,7,0,227,220,7,0,0.9691629955947136,0.030837004405286344,0.0,0.9691629955947136,0.030837004405286344,0.0,Joy F. Campanelli RECAP,0.9691629955947136
52062,52062,100,259,10,1,270,259,10,1,0.9592592592592593,0.037037037037037035,0.003703703703703704,0.9592592592592593,0.037037037037037035,0.003703703703703704,Joy F. Campanelli RECAP,0.9592592592592593
52063,52063,100,1,0,0,1,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
52064,52064,100,200,12,2,214,200,12,2,0.9345794392523364,0.056074766355140186,0.009345794392523364,0.9345794392523364,0.056074766355140186,0.009345794392523364,Joy F. Campanelli RECAP,0.9345794392523364
52065,52065,100,192,9,0,201,192,9,0,0.9552238805970149,0.04477611940298507,0.0,0.9552238805970149,0.04477611940298507,0.0,Joy F. Campanelli RECAP,0.9552238805970149
52066,52066,100,291,12,0,303,291,12,0,0.9603960396039604,0.039603960396039604,0.0,0.9603960396039604,0.039603960396039604,0.0,Joy F. Campanelli RECAP,0.9603960396039604
52067,52067,100,166,13,0,179,166,13,0,0.9273743016759777,0.07262569832402235,0.0,0.9273743016759777,0.07262569832402235,0.0,Joy F. Campanelli RECAP,0.9273743016759777
52068,52068,100,303,38,2,343,303,38,2,0.8833819241982507,0.11078717201166181,0.0058309037900874635,0.8833819241982507,0.11078717201166181,0.0058309037900874635,Joy F. Campanelli RECAP,0.8833819241982507
52069,52069,100,263,28,0,291,263,28,0,0.9037800687285223,0.09621993127147767,0.0,0.9037800687285223,0.09621993127147767,0.0,Joy F. Campanelli RECAP,0.9037800687285223
52070,52070,100,298,30,1,329,298,30,1,0.9057750759878419,0.0911854103343465,0.00303951367781155,0.9057750759878419,0.0911854103343465,0.00303951367781155,Joy F. Campanelli RECAP,0.9057750759878419
52071,52071,100,323,13,3,339,323,13,3,0.9528023598820059,0.038348082595870206,0.008849557522123894,0.9528023598820059,0.038348082595870206,0.008849557522123894,Joy F. Campanelli RECAP,0.9528023598820059
52072,52072,100,133,8,0,141,133,8,0,0.9432624113475178,0.05673758865248227,0.0,0.9432624113475178,0.05673758865248227,0.0,Joy F. Campanelli RECAP,0.9432624113475178
52073,52073,100,398,18,1,417,398,18,1,0.9544364508393285,0.04316546762589928,0.002398081534772182,0.9544364508393285,0.04316546762589928,0.002398081534772182,Joy F. Campanelli RECAP,0.9544364508393285
52074,52074,100,316,11,4,331,316,11,4,0.9546827794561934,0.03323262839879154,0.012084592145015106,0.9546827794561934,0.03323262839879154,0.012084592145015106,Joy F. Campanelli RECAP,0.9546827794561934
52075,52075,100,249,9,0,258,249,9,0,0.9651162790697675,0.03488372093023256,0.0,0.9651162790697675,0.03488372093023256,0.0,Joy F. Campanelli RECAP,0.9651162790697675
52076,52076,100,71,5,0,76,71,5,0,0.9342105263157895,0.06578947368421052,0.0,0.9342105263157895,0.06578947368421052,0.0,Joy F. Campanelli RECAP,0.9342105263157895
52077,52077,100,3,1,0,4,3,1,0,0.75,0.25,0.0,0.75,0.25,0.0,Joy F. Campanelli RECAP,0.75
52078,52078,100,138,12,1,151,138,12,1,0.9139072847682119,0.07947019867549669,0.006622516556291391,0.9139072847682119,0.07947019867549669,0.006622516556291391,Joy F. Campanelli RECAP,0.9139072847682119
52079,52079,100,46,4,0,50,46,4,0,0.92,0.08,0.0,0.92,0.08,0.0,Joy F. Campanelli RECAP,0.92
52080,52080,100,47,3,0,50,47,3,0,0.94,0.06,0.0,0.94,0.06,0.0,Joy F. Campanelli RECAP,0.94
52081,52081,100,287,20,0,307,287,20,0,0.9348534201954397,0.06514657980456026,0.0,0.9348534201954397,0.06514657980456026,0.0,Joy F. Campanelli RECAP,0.9348534201954397
52082,52082,100,217,19,0,236,217,19,0,0.9194915254237288,0.08050847457627118,0.0,0.9194915254237288,0.08050847457627118,0.0,Joy F. Campanelli RECAP,0.9194915254237288
52083,52083,100,273,12,0,285,273,12,0,0.9578947368421052,0.042105263157894736,0.0,0.9578947368421052,0.042105263157894736,0.0,Joy F. Campanelli RECAP,0.9578947368421052
52084,52084,100,225,15,0,240,225,15,0,0.9375,0.0625,0.0,0.9375,0.0625,0.0,Joy F. Campanelli RECAP,0.9375
52085,52085,100,214,17,1,232,214,17,1,0.9224137931034483,0.07327586206896551,0.004310344827586207,0.9224137931034483,0.07327586206896551,0.004310344827586207,Joy F. Campanelli RECAP,0.9224137931034483
52086,52086,100,379,21,1,401,379,21,1,0.9451371571072319,0.05236907730673317,0.0024937655860349127,0.9451371571072319,0.05236907730673317,0.0024937655860349127,Joy F. Campanelli RECAP,0.9451371571072319
52087,52087,100,311,11,1,323,311,11,1,0.9628482972136223,0.034055727554179564,0.0030959752321981426,0.9628482972136223,0.034055727554179564,0.0030959752321981426,Joy F. Campanelli RECAP,0.9628482972136223
52088,52088,100,298,25,0,323,298,25,0,0.9226006191950464,0.07739938080495357,0.0,0.9226006191950464,0.07739938080495357,0.0,Joy F. Campanelli RECAP,0.9226006191950464
52089,52089,100,272,17,1,290,272,17,1,0.9379310344827586,0.05862068965517241,0.0034482758620689655,0.9379310344827586,0.05862068965517241,0.0034482758620689655,Joy F. Campanelli RECAP,0.9379310344827586
52090,52090,100,239,19,0,258,239,19,0,0.9263565891472868,0.07364341085271318,0.0,0.9263565891472868,0.07364341085271318,0.0,Joy F. Campanelli RECAP,0.9263565891472868
52091,52091,100,122,3,2,127,122,3,2,0.9606299212598425,0.023622047244094488,0.015748031496062992,0.9606299212598425,0.023622047244094488,0.015748031496062992,Joy F. Campanelli RECAP,0.9606299212598425
52092,52092,100,225,28,3,256,225,28,3,0.87890625,0.109375,0.01171875,0.87890625,0.109375,0.01171875,Joy F. Campanelli RECAP,0.87890625
52093,52093,100,156,14,0,170,156,14,0,0.9176470588235294,0.08235294117647059,0.0,0.9176470588235294,0.08235294117647059,0.0,Joy F. Campanelli RECAP,0.9176470588235294
52094,52094,100,106,12,0,118,106,12,0,0.8983050847457628,0.1016949152542373,0.0,0.8983050847457628,0.1016949152542373,0.0,Joy F. Campanelli RECAP,0.8983050847457628
52095,52095,100,18,0,0,18,18,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
52096,52096,100,229,22,0,251,229,22,0,0.9123505976095617,0.08764940239043825,0.0,0.9123505976095617,0.08764940239043825,0.0,Joy F. Campanelli RECAP,0.9123505976095617
52097,52097,100,158,13,1,172,158,13,1,0.9186046511627907,0.0755813953488372,0.005813953488372093,0.9186046511627907,0.0755813953488372,0.005813953488372093,Joy F. Campanelli RECAP,0.9186046511627907
52098,52098,100,248,36,0,284,248,36,0,0.8732394366197183,0.1267605633802817,0.0,0.8732394366197183,0.1267605633802817,0.0,Joy F. Campanelli RECAP,0.8732394366197183
52099,52099,100,253,22,0,275,253,22,0,0.92,0.08,0.0,0.92,0.08,0.0,Joy F. Campanelli RECAP,0.92
52100,52100,100,133,20,1,154,133,20,1,0.8636363636363636,0.12987012987012986,0.006493506493506494,0.8636363636363636,0.12987012987012986,0.006493506493506494,Joy F. Campanelli RECAP,0.8636363636363636
52101,52101,100,198,23,2,223,198,23,2,0.8878923766816144,0.1031390134529148,0.008968609865470852,0.8878923766816144,0.1031390134529148,0.008968609865470852,Joy F. Campanelli RECAP,0.8878923766816144
52102,52102,100,1,0,0,1,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
52103,52103,100,189,21,3,213,189,21,3,0.8873239436619719,0.09859154929577464,0.014084507042253521,0.8873239436619719,0.09859154929577464,0.014084507042253521,Joy F. Campanelli RECAP,0.8873239436619719
52104,52104,100,195,17,0,212,195,17,0,0.9198113207547169,0.08018867924528301,0.0,0.9198113207547169,0.08018867924528301,0.0,Joy F. Campanelli RECAP,0.9198113207547169
52105,52105,100,166,18,0,184,166,18,0,0.9021739130434783,0.09782608695652174,0.0,0.9021739130434783,0.09782608695652174,0.0,Joy F. Campanelli RECAP,0.9021739130434783
52106,52106,100,3,0,0,3,3,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
52107,52006,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52108,52102,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52109,52109,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52110,52109,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52111,52111,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52112,52112,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52113,52112,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52114,52114,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
53001,53001,100,131,9,0,140,131,9,0,0.9357142857142857,0.06428571428571428,0.0,0.9357142857142857,0.06428571428571428,0.0,Joy F. Campanelli RECAP,0.9357142857142857
53002,53002,100,102,3,0,105,102,3,0,0.9714285714285714,0.02857142857142857,0.0,0.9714285714285714,0.02857142857142857,0.0,Joy F. Campanelli RECAP,0.9714285714285714
53003,53003,100,110,6,0,116,110,6,0,0.9482758620689655,0.05172413793103448,0.0,0.9482758620689655,0.05172413793103448,0.0,Joy F. Campanelli RECAP,0.9482758620689655
53004,53004,100,99,2,1,102,99,2,1,0.9705882352941176,0.0196078431372549,0.00980392156862745,0.9705882352941176,0.0196078431372549,0.00980392156862745,Joy F. Campanelli RECAP,0.9705882352941176
53005,53005,100,94,4,0,98,94,4,0,0.9591836734693877,0.04081632653061224,0.0,0.9591836734693877,0.04081632653061224,0.0,Joy F. Campanelli RECAP,0.9591836734693877
53006,53006,100,19,2,0,21,19,2,0,0.9047619047619048,0.09523809523809523,0.0,0.9047619047619048,0.09523809523809523,0.0,Joy F. Campanelli RECAP,0.9047619047619048
53007,53007,100,124,1,0,125,124,1,0,0.992,0.008,0.0,0.992,0.008,0.0,Joy F. Campanelli RECAP,0.992
53008,53008,100,83,4,0,87,83,4,0,0.9540229885057471,0.04597701149425287,0.0,0.9540229885057471,0.04597701149425287,0.0,Joy F. Campanelli RECAP,0.9540229885057471
53009,53009,100,120,3,1,124,120,3,1,0.967741935483871,0.024193548387096774,0.008064516129032258,0.967741935483871,0.024193548387096774,0.008064516129032258,Joy F. Campanelli RECAP,0.967741935483871
53010,53010,100,102,12,0,114,102,12,0,0.8947368421052632,0.10526315789473684,0.0,0.8947368421052632,0.10526315789473684,0.0,Joy F. Campanelli RECAP,0.8947368421052632
53011,53011,100,135,4,0,139,135,4,0,0.9712230215827338,0.02877697841726619,0.0,0.9712230215827338,0.02877697841726619,0.0,Joy F. Campanelli RECAP,0.9712230215827338
53012,53012,100,118,5,0,123,118,5,0,0.959349593495935,0.04065040650406504,0.0,0.959349593495935,0.04065040650406504,0.0,Joy F. Campanelli RECAP,0.959349593495935
53013,53013,100,77,4,0,81,77,4,0,0.9506172839506173,0.04938271604938271,0.0,0.9506172839506173,0.04938271604938271,0.0,Joy F. Campanelli RECAP,0.9506172839506173
53014,53014,100,2,0,0,2,2,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
53015,53015,100,141,14,0,155,141,14,0,0.9096774193548387,0.09032258064516129,0.0,0.9096774193548387,0.09032258064516129,0.0,Joy F. Campanelli RECAP,0.9096774193548387
53016,53016,100,126,3,0,129,126,3,0,0.9767441860465116,0.023255813953488372,0.0,0.9767441860465116,0.023255813953488372,0.0,Joy F. Campanelli RECAP,0.9767441860465116
53017,53017,100,126,7,0,133,126,7,0,0.9473684210526315,0.05263157894736842,0.0,0.9473684210526315,0.05263157894736842,0.0,Joy F. Campanelli RECAP,0.9473684210526315
53018,53018,100,100,5,0,105,100,5,0,0.9523809523809523,0.047619047619047616,0.0,0.9523809523809523,0.047619047619047616,0.0,Joy F. Campanelli RECAP,0.9523809523809523
53019,53019,100,191,18,0,209,191,18,0,0.9138755980861244,0.0861244019138756,0.0,0.9138755980861244,0.0861244019138756,0.0,Joy F. Campanelli RECAP,0.9138755980861244
53020,53020,100,164,31,0,195,164,31,0,0.841025641025641,0.15897435897435896,0.0,0.841025641025641,0.15897435897435896,0.0,Joy F. Campanelli RECAP,0.841025641025641
53021,53021,100,153,4,0,157,153,4,0,0.9745222929936306,0.025477707006369428,0.0,0.9745222929936306,0.025477707006369428,0.0,Joy F. Campanelli RECAP,0.9745222929936306
53022,53022,100,142,5,0,147,142,5,0,0.9659863945578231,0.034013605442176874,0.0,0.9659863945578231,0.034013605442176874,0.0,Joy F. Campanelli RECAP,0.9659863945578231
53023,53023,100,103,3,0,106,103,3,0,0.9716981132075472,0.02830188679245283,0.0,0.9716981132075472,0.02830188679245283,0.0,Joy F. Campanelli RECAP,0.9716981132075472
53024,53024,100,202,14,0,216,202,14,0,0.9351851851851852,0.06481481481481481,0.0,0.9351851851851852,0.06481481481481481,0.0,Joy F. Campanelli RECAP,0.9351851851851852
53025,53025,100,192,5,0,197,192,5,0,0.9746192893401016,0.025380710659898477,0.0,0.9746192893401016,0.025380710659898477,0.0,Joy F. Campanelli RECAP,0.9746192893401016
53026,53026,100,81,4,0,85,81,4,0,0.9529411764705882,0.047058823529411764,0.0,0.9529411764705882,0.047058823529411764,0.0,Joy F. Campanelli RECAP,0.9529411764705882
53027,53027,100,100,3,0,103,100,3,0,0.970873786407767,0.02912621359223301,0.0,0.970873786407767,0.02912621359223301,0.0,Joy F. Campanelli RECAP,0.970873786407767
53028,53028,100,119,5,0,124,119,5,0,0.9596774193548387,0.04032258064516129,0.0,0.9596774193548387,0.04032258064516129,0.0,Joy F. Campanelli RECAP,0.9596774193548387
53029,53029,100,62,2,0,64,62,2,0,0.96875,0.03125,0.0,0.96875,0.03125,0.0,Joy F. Campanelli RECAP,0.96875
53030,53030,100,162,7,0,169,162,7,0,0.9585798816568047,0.04142011834319527,0.0,0.9585798816568047,0.04142011834319527,0.0,Joy F. Campanelli RECAP,0.9585798816568047
53031,53031,100,138,3,0,141,138,3,0,0.9787234042553191,0.02127659574468085,0.0,0.9787234042553191,0.02127659574468085,0.0,Joy F. Campanelli RECAP,0.9787234042553191
53032,53032,100,115,2,0,117,115,2,0,0.9829059829059829,0.017094017094017096,0.0,0.9829059829059829,0.017094017094017096,0.0,Joy F. Campanelli RECAP,0.9829059829059829
53033,53033,100,143,9,1,153,143,9,1,0.934640522875817,0.058823529411764705,0.006535947712418301,0.934640522875817,0.058823529411764705,0.006535947712418301,Joy F. Campanelli RECAP,0.934640522875817
53034,53034,100,96,4,0,100,96,4,0,0.96,0.04,0.0,0.96,0.04,0.0,Joy F. Campanelli RECAP,0.96
53035,53035,100,185,17,1,203,185,17,1,0.9113300492610837,0.08374384236453201,0.0049261083743842365,0.9113300492610837,0.08374384236453201,0.0049261083743842365,Joy F. Campanelli RECAP,0.9113300492610837
53036,53036,100,219,21,0,240,219,21,0,0.9125,0.0875,0.0,0.9125,0.0875,0.0,Joy F. Campanelli RECAP,0.9125
53037,53037,100,107,7,0,114,107,7,0,0.9385964912280702,0.06140350877192982,0.0,0.9385964912280702,0.06140350877192982,0.0,Joy F. Campanelli RECAP,0.9385964912280702
53038,53038,100,36,1,0,37,36,1,0,0.972972972972973,0.02702702702702703,0.0,0.972972972972973,0.02702702702702703,0.0,Joy F. Campanelli RECAP,0.972972972972973
53039,53039,100,76,4,0,80,76,4,0,0.95,0.05,0.0,0.95,0.05,0.0,Joy F. Campanelli RECAP,0.95
53040,53040,100,52,6,0,58,52,6,0,0.896551724137931,0.10344827586206896,0.0,0.896551724137931,0.10344827586206896,0.0,Joy F. Campanelli RECAP,0.896551724137931
53041,53041,100,123,4,0,127,123,4,0,0.968503937007874,0.031496062992125984,0.0,0.968503937007874,0.031496062992125984,0.0,Joy F. Campanelli RECAP,0.968503937007874
53042,53042,100,106,3,0,109,106,3,0,0.9724770642201835,0.027522935779816515,0.0,0.9724770642201835,0.027522935779816515,0.0,Joy F. Campanelli RECAP,0.9724770642201835
53043,53043,100,107,3,0,110,107,3,0,0.9727272727272728,0.02727272727272727,0.0,0.9727272727272728,0.02727272727272727,0.0,Joy F. Campanelli RECAP,0.9727272727272728
53044,53044,100,106,6,0,112,106,6,0,0.9464285714285714,0.05357142857142857,0.0,0.9464285714285714,0.05357142857142857,0.0,Joy F. Campanelli RECAP,0.9464285714285714
53045,53045,100,130,2,0,132,130,2,0,0.9848484848484849,0.015151515151515152,0.0,0.9848484848484849,0.015151515151515152,0.0,Joy F. Campanelli RECAP,0.9848484848484849
53046,53046,100,106,5,0,111,106,5,0,0.954954954954955,0.04504504504504504,0.0,0.954954954954955,0.04504504504504504,0.0,Joy F. Campanelli RECAP,0.954954954954955
53047,53047,100,127,4,0,131,127,4,0,0.9694656488549618,0.030534351145038167,0.0,0.9694656488549618,0.030534351145038167,0.0,Joy F. Campanelli RECAP,0.9694656488549618
