ED,Reported As,Reporting,Jose Luis Fernandez (Republican),Nydia M. Velazquez (Democratic),Allan E. Romaguera (Conservative),Nydia M. Velazquez (Working Families),Scattered,Total Votes,Jose Luis Fernandez RECAP,Nydia M. Velazquez RECAP,Allan E. Romaguera RECAP,Scattered RECAP,p_Jose Luis Fernandez (Republican),p_Nydia M. Velazquez (Democratic),p_Allan E. Romaguera (Conservative),p_Nydia M. Velazquez (Working Families),p_Scattered,p_Jose Luis Fernandez RECAP,p_Nydia M. Velazquez RECAP,p_Allan E. Romaguera RECAP,p_Scattered RECAP,winner,winner_p
52046,52046,100,36,209,7,74,1,327,36,283,7,1,0.11009174311926606,0.6391437308868502,0.021406727828746176,0.22629969418960244,0.0030581039755351682,0.11009174311926606,0.8654434250764526,0.021406727828746176,0.0030581039755351682,Nydia M. Velazquez RECAP,0.8654434250764526
52047,52047,100,16,123,9,59,1,208,16,182,9,1,0.07692307692307693,0.5913461538461539,0.04326923076923077,0.28365384615384615,0.004807692307692308,0.07692307692307693,0.875,0.04326923076923077,0.004807692307692308,Nydia M. Velazquez RECAP,0.875
52048,52048,100,18,188,4,93,0,303,18,281,4,0,0.0594059405940594,0.6204620462046204,0.013201320132013201,0.3069306930693069,0.0,0.0594059405940594,0.9273927392739274,0.013201320132013201,0.0,Nydia M. Velazquez RECAP,0.9273927392739274
52049,52049,100,14,201,4,69,0,288,14,270,4,0,0.04861111111111111,0.6979166666666666,0.013888888888888888,0.23958333333333334,0.0,0.04861111111111111,0.9375,0.013888888888888888,0.0,Nydia M. Velazquez RECAP,0.9375
52050,52050,100,11,68,2,21,1,103,11,89,2,1,0.10679611650485436,0.6601941747572816,0.019417475728155338,0.20388349514563106,0.009708737864077669,0.10679611650485436,0.8640776699029126,0.019417475728155338,0.009708737864077669,Nydia M. Velazquez RECAP,0.8640776699029126
52051,52051,100,8,154,0,14,0,176,8,168,0,0,0.045454545454545456,0.875,0.0,0.07954545454545454,0.0,0.045454545454545456,0.9545454545454546,0.0,0.0,Nydia M. Velazquez RECAP,0.9545454545454546
52052,52052,100,3,113,1,5,0,122,3,118,1,0,0.02459016393442623,0.9262295081967213,0.00819672131147541,0.040983606557377046,0.0,0.02459016393442623,0.9672131147540983,0.00819672131147541,0.0,Nydia M. Velazquez RECAP,0.9672131147540983
52053,52053,100,10,226,2,91,2,331,10,317,2,2,0.030211480362537766,0.6827794561933535,0.006042296072507553,0.27492447129909364,0.006042296072507553,0.030211480362537766,0.9577039274924471,0.006042296072507553,0.006042296072507553,Nydia M. Velazquez RECAP,0.9577039274924471
52054,52054,100,8,108,0,3,0,119,8,111,0,0,0.06722689075630252,0.907563025210084,0.0,0.025210084033613446,0.0,0.06722689075630252,0.9327731092436975,0.0,0.0,Nydia M. Velazquez RECAP,0.9327731092436975
52055,52055,100,8,219,0,48,0,275,8,267,0,0,0.02909090909090909,0.7963636363636364,0.0,0.17454545454545456,0.0,0.02909090909090909,0.9709090909090909,0.0,0.0,Nydia M. Velazquez RECAP,0.9709090909090909
52056,52056,100,7,108,0,21,0,136,7,129,0,0,0.051470588235294115,0.7941176470588235,0.0,0.15441176470588236,0.0,0.051470588235294115,0.9485294117647058,0.0,0.0,Nydia M. Velazquez RECAP,0.9485294117647058
52057,52057,100,10,137,0,62,0,209,10,199,0,0,0.04784688995215311,0.6555023923444976,0.0,0.2966507177033493,0.0,0.04784688995215311,0.9521531100478469,0.0,0.0,Nydia M. Velazquez RECAP,0.9521531100478469
52058,52058,100,6,130,0,66,0,202,6,196,0,0,0.0297029702970297,0.6435643564356436,0.0,0.32673267326732675,0.0,0.0297029702970297,0.9702970297029703,0.0,0.0,Nydia M. Velazquez RECAP,0.9702970297029703
52059,52059,100,17,209,5,105,1,337,17,314,5,1,0.050445103857566766,0.6201780415430267,0.01483679525222552,0.3115727002967359,0.002967359050445104,0.050445103857566766,0.9317507418397626,0.01483679525222552,0.002967359050445104,Nydia M. Velazquez RECAP,0.9317507418397626
52077,52077,100,0,5,0,1,0,6,0,6,0,0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,Nydia M. Velazquez RECAP,1.0
52078,52078,100,7,106,7,46,1,167,7,152,7,1,0.041916167664670656,0.6347305389221557,0.041916167664670656,0.2754491017964072,0.005988023952095809,0.041916167664670656,0.9101796407185628,0.041916167664670656,0.005988023952095809,Nydia M. Velazquez RECAP,0.9101796407185628
52079,52079,100,0,34,2,20,0,56,0,54,2,0,0.0,0.6071428571428571,0.03571428571428571,0.35714285714285715,0.0,0.0,0.9642857142857143,0.03571428571428571,0.0,Nydia M. Velazquez RECAP,0.9642857142857143
52080,52080,100,5,36,0,17,0,58,5,53,0,0,0.08620689655172414,0.6206896551724138,0.0,0.29310344827586204,0.0,0.08620689655172414,0.9137931034482759,0.0,0.0,Nydia M. Velazquez RECAP,0.9137931034482759
52081,52081,100,15,198,5,149,0,367,15,347,5,0,0.04087193460490463,0.5395095367847411,0.013623978201634877,0.40599455040871935,0.0,0.04087193460490463,0.9455040871934605,0.013623978201634877,0.0,Nydia M. Velazquez RECAP,0.9455040871934605
52082,52082,100,11,150,9,96,1,267,11,246,9,1,0.04119850187265917,0.5617977528089888,0.033707865168539325,0.3595505617977528,0.003745318352059925,0.04119850187265917,0.9213483146067416,0.033707865168539325,0.003745318352059925,Nydia M. Velazquez RECAP,0.9213483146067416
52083,52083,100,13,226,4,97,0,340,13,323,4,0,0.03823529411764706,0.6647058823529411,0.011764705882352941,0.2852941176470588,0.0,0.03823529411764706,0.95,0.011764705882352941,0.0,Nydia M. Velazquez RECAP,0.95
52084,52084,100,9,156,9,94,1,269,9,250,9,1,0.03345724907063197,0.5799256505576208,0.03345724907063197,0.34944237918215615,0.0037174721189591076,0.03345724907063197,0.929368029739777,0.03345724907063197,0.0037174721189591076,Nydia M. Velazquez RECAP,0.929368029739777
52085,52085,100,14,163,5,81,1,264,14,244,5,1,0.05303030303030303,0.6174242424242424,0.01893939393939394,0.3068181818181818,0.003787878787878788,0.05303030303030303,0.9242424242424242,0.01893939393939394,0.003787878787878788,Nydia M. Velazquez RECAP,0.9242424242424242
52086,52086,100,21,267,4,175,1,468,21,442,4,1,0.04487179487179487,0.5705128205128205,0.008547008547008548,0.37393162393162394,0.002136752136752137,0.04487179487179487,0.9444444444444444,0.008547008547008548,0.002136752136752137,Nydia M. Velazquez RECAP,0.9444444444444444
52087,52087,100,17,220,4,116,1,358,17,336,4,1,0.04748603351955307,0.6145251396648045,0.0111731843575419,0.3240223463687151,0.002793296089385475,0.04748603351955307,0.9385474860335196,0.0111731843575419,0.002793296089385475,Nydia M. Velazquez RECAP,0.9385474860335196
52088,52088,100,22,235,10,86,1,354,22,321,10,1,0.062146892655367235,0.6638418079096046,0.02824858757062147,0.24293785310734464,0.002824858757062147,0.062146892655367235,0.9067796610169492,0.02824858757062147,0.002824858757062147,Nydia M. Velazquez RECAP,0.9067796610169492
52089,52089,100,15,194,2,133,1,345,15,327,2,1,0.043478260869565216,0.5623188405797102,0.005797101449275362,0.3855072463768116,0.002898550724637681,0.043478260869565216,0.9478260869565217,0.005797101449275362,0.002898550724637681,Nydia M. Velazquez RECAP,0.9478260869565217
52090,52090,100,24,169,7,96,0,296,24,265,7,0,0.08108108108108109,0.5709459459459459,0.02364864864864865,0.32432432432432434,0.0,0.08108108108108109,0.8952702702702703,0.02364864864864865,0.0,Nydia M. Velazquez RECAP,0.8952702702702703
52091,52091,100,7,88,0,46,1,142,7,134,0,1,0.04929577464788732,0.6197183098591549,0.0,0.323943661971831,0.007042253521126761,0.04929577464788732,0.9436619718309859,0.0,0.007042253521126761,Nydia M. Velazquez RECAP,0.9436619718309859
52093,52093,100,15,114,1,59,0,189,15,173,1,0,0.07936507936507936,0.6031746031746031,0.005291005291005291,0.31216931216931215,0.0,0.07936507936507936,0.9153439153439153,0.005291005291005291,0.0,Nydia M. Velazquez RECAP,0.9153439153439153
52094,52094,100,7,93,4,38,0,142,7,131,4,0,0.04929577464788732,0.6549295774647887,0.028169014084507043,0.2676056338028169,0.0,0.04929577464788732,0.9225352112676056,0.028169014084507043,0.0,Nydia M. Velazquez RECAP,0.9225352112676056
52095,52095,100,1,11,1,7,0,20,1,18,1,0,0.05,0.55,0.05,0.35,0.0,0.05,0.9,0.05,0.0,Nydia M. Velazquez RECAP,0.9
52096,52096,100,21,170,7,84,0,282,21,254,7,0,0.07446808510638298,0.6028368794326241,0.024822695035460994,0.2978723404255319,0.0,0.07446808510638298,0.900709219858156,0.024822695035460994,0.0,Nydia M. Velazquez RECAP,0.900709219858156
52097,52097,100,16,130,4,41,1,192,16,171,4,1,0.08333333333333333,0.6770833333333334,0.020833333333333332,0.21354166666666666,0.005208333333333333,0.08333333333333333,0.890625,0.020833333333333332,0.005208333333333333,Nydia M. Velazquez RECAP,0.890625
52098,52098,100,34,202,12,75,0,323,34,277,12,0,0.10526315789473684,0.6253869969040248,0.03715170278637771,0.23219814241486067,0.0,0.10526315789473684,0.8575851393188855,0.03715170278637771,0.0,Nydia M. Velazquez RECAP,0.8575851393188855
52099,52099,100,25,178,8,99,0,310,25,277,8,0,0.08064516129032258,0.5741935483870968,0.025806451612903226,0.3193548387096774,0.0,0.08064516129032258,0.8935483870967742,0.025806451612903226,0.0,Nydia M. Velazquez RECAP,0.8935483870967742
52100,52100,100,17,99,5,45,2,168,17,144,5,2,0.10119047619047619,0.5892857142857143,0.02976190476190476,0.26785714285714285,0.011904761904761904,0.10119047619047619,0.8571428571428571,0.02976190476190476,0.011904761904761904,Nydia M. Velazquez RECAP,0.8571428571428571
52102,52102,100,0,1,0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Nydia M. Velazquez RECAP,1.0
52104,52104,100,20,204,6,41,0,271,20,245,6,0,0.07380073800738007,0.7527675276752768,0.02214022140221402,0.15129151291512916,0.0,0.07380073800738007,0.9040590405904059,0.02214022140221402,0.0,Nydia M. Velazquez RECAP,0.9040590405904059
52105,52105,100,22,126,5,69,0,222,22,195,5,0,0.0990990990990991,0.5675675675675675,0.02252252252252252,0.3108108108108108,0.0,0.0990990990990991,0.8783783783783784,0.02252252252252252,0.0,Nydia M. Velazquez RECAP,0.8783783783783784
52106,52106,100,0,3,0,0,1,4,0,3,0,1,0.0,0.75,0.0,0.0,0.25,0.0,0.75,0.0,0.25,Nydia M. Velazquez RECAP,0.75
52107,52006,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52108,52102,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52109,52109,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52110,52109,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
53001,53001,100,8,154,2,12,0,176,8,166,2,0,0.045454545454545456,0.875,0.011363636363636364,0.06818181818181818,0.0,0.045454545454545456,0.9431818181818182,0.011363636363636364,0.0,Nydia M. Velazquez RECAP,0.9431818181818182
53002,53002,100,3,108,1,19,0,131,3,127,1,0,0.022900763358778626,0.8244274809160306,0.007633587786259542,0.1450381679389313,0.0,0.022900763358778626,0.9694656488549618,0.007633587786259542,0.0,Nydia M. Velazquez RECAP,0.9694656488549618
53003,53003,100,10,131,0,17,0,158,10,148,0,0,0.06329113924050633,0.8291139240506329,0.0,0.10759493670886076,0.0,0.06329113924050633,0.9367088607594937,0.0,0.0,Nydia M. Velazquez RECAP,0.9367088607594937
53004,53004,100,3,96,0,27,0,126,3,123,0,0,0.023809523809523808,0.7619047619047619,0.0,0.21428571428571427,0.0,0.023809523809523808,0.9761904761904762,0.0,0.0,Nydia M. Velazquez RECAP,0.9761904761904762
53005,53005,100,8,113,0,13,0,134,8,126,0,0,0.05970149253731343,0.8432835820895522,0.0,0.09701492537313433,0.0,0.05970149253731343,0.9402985074626866,0.0,0.0,Nydia M. Velazquez RECAP,0.9402985074626866
53007,53007,100,3,121,2,40,0,166,3,161,2,0,0.018072289156626505,0.7289156626506024,0.012048192771084338,0.24096385542168675,0.0,0.018072289156626505,0.9698795180722891,0.012048192771084338,0.0,Nydia M. Velazquez RECAP,0.9698795180722891
53008,53008,100,2,78,2,15,0,97,2,93,2,0,0.020618556701030927,0.8041237113402062,0.020618556701030927,0.15463917525773196,0.0,0.020618556701030927,0.9587628865979382,0.020618556701030927,0.0,Nydia M. Velazquez RECAP,0.9587628865979382
53009,53009,100,4,132,0,17,0,153,4,149,0,0,0.026143790849673203,0.8627450980392157,0.0,0.1111111111111111,0.0,0.026143790849673203,0.9738562091503268,0.0,0.0,Nydia M. Velazquez RECAP,0.9738562091503268
53010,53010,100,8,119,1,21,0,149,8,140,1,0,0.053691275167785234,0.7986577181208053,0.006711409395973154,0.14093959731543623,0.0,0.053691275167785234,0.9395973154362416,0.006711409395973154,0.0,Nydia M. Velazquez RECAP,0.9395973154362416
53011,53011,100,7,160,2,18,0,187,7,178,2,0,0.0374331550802139,0.8556149732620321,0.0106951871657754,0.0962566844919786,0.0,0.0374331550802139,0.9518716577540107,0.0106951871657754,0.0,Nydia M. Velazquez RECAP,0.9518716577540107
53012,53012,100,13,128,3,28,0,172,13,156,3,0,0.0755813953488372,0.7441860465116279,0.01744186046511628,0.16279069767441862,0.0,0.0755813953488372,0.9069767441860465,0.01744186046511628,0.0,Nydia M. Velazquez RECAP,0.9069767441860465
53013,53013,100,3,96,2,16,0,117,3,112,2,0,0.02564102564102564,0.8205128205128205,0.017094017094017096,0.13675213675213677,0.0,0.02564102564102564,0.9572649572649573,0.017094017094017096,0.0,Nydia M. Velazquez RECAP,0.9572649572649573
53014,53014,100,0,2,0,0,0,2,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Nydia M. Velazquez RECAP,1.0
53015,53015,100,16,155,2,16,0,189,16,171,2,0,0.08465608465608465,0.8201058201058201,0.010582010582010581,0.08465608465608465,0.0,0.08465608465608465,0.9047619047619048,0.010582010582010581,0.0,Nydia M. Velazquez RECAP,0.9047619047619048
53016,53016,100,1,113,1,29,0,144,1,142,1,0,0.006944444444444444,0.7847222222222222,0.006944444444444444,0.2013888888888889,0.0,0.006944444444444444,0.9861111111111112,0.006944444444444444,0.0,Nydia M. Velazquez RECAP,0.9861111111111112
53017,53017,100,8,116,2,25,0,151,8,141,2,0,0.052980132450331126,0.7682119205298014,0.013245033112582781,0.16556291390728478,0.0,0.052980132450331126,0.9337748344370861,0.013245033112582781,0.0,Nydia M. Velazquez RECAP,0.9337748344370861
53018,53018,100,9,85,1,28,0,123,9,113,1,0,0.07317073170731707,0.6910569105691057,0.008130081300813009,0.22764227642276422,0.0,0.07317073170731707,0.9186991869918699,0.008130081300813009,0.0,Nydia M. Velazquez RECAP,0.9186991869918699
53021,53021,100,7,167,1,19,0,194,7,186,1,0,0.03608247422680412,0.8608247422680413,0.005154639175257732,0.0979381443298969,0.0,0.03608247422680412,0.9587628865979382,0.005154639175257732,0.0,Nydia M. Velazquez RECAP,0.9587628865979382
53022,53022,100,6,133,2,22,1,164,6,155,2,1,0.036585365853658534,0.8109756097560976,0.012195121951219513,0.13414634146341464,0.006097560975609756,0.036585365853658534,0.9451219512195121,0.012195121951219513,0.006097560975609756,Nydia M. Velazquez RECAP,0.9451219512195121
53023,53023,100,4,87,2,23,0,116,4,110,2,0,0.034482758620689655,0.75,0.017241379310344827,0.19827586206896552,0.0,0.034482758620689655,0.9482758620689655,0.017241379310344827,0.0,Nydia M. Velazquez RECAP,0.9482758620689655
53024,53024,100,24,229,2,16,0,271,24,245,2,0,0.08856088560885608,0.8450184501845018,0.007380073800738007,0.05904059040590406,0.0,0.08856088560885608,0.9040590405904059,0.007380073800738007,0.0,Nydia M. Velazquez RECAP,0.9040590405904059
53025,53025,100,9,211,1,7,0,228,9,218,1,0,0.039473684210526314,0.9254385964912281,0.0043859649122807015,0.03070175438596491,0.0,0.039473684210526314,0.956140350877193,0.0043859649122807015,0.0,Nydia M. Velazquez RECAP,0.956140350877193
53026,53026,100,6,94,2,7,0,109,6,101,2,0,0.05504587155963303,0.8623853211009175,0.01834862385321101,0.06422018348623854,0.0,0.05504587155963303,0.926605504587156,0.01834862385321101,0.0,Nydia M. Velazquez RECAP,0.926605504587156
53027,53027,100,9,95,0,21,0,125,9,116,0,0,0.072,0.76,0.0,0.168,0.0,0.072,0.928,0.0,0.0,Nydia M. Velazquez RECAP,0.928
53028,53028,100,6,145,2,14,0,167,6,159,2,0,0.03592814371257485,0.8682634730538922,0.011976047904191617,0.08383233532934131,0.0,0.03592814371257485,0.9520958083832335,0.011976047904191617,0.0,Nydia M. Velazquez RECAP,0.9520958083832335
53029,53029,100,4,67,1,4,0,76,4,71,1,0,0.05263157894736842,0.881578947368421,0.013157894736842105,0.05263157894736842,0.0,0.05263157894736842,0.9342105263157895,0.013157894736842105,0.0,Nydia M. Velazquez RECAP,0.9342105263157895
53030,53030,100,2,146,4,32,0,184,2,178,4,0,0.010869565217391304,0.7934782608695652,0.021739130434782608,0.17391304347826086,0.0,0.010869565217391304,0.967391304347826,0.021739130434782608,0.0,Nydia M. Velazquez RECAP,0.967391304347826
53031,53031,100,6,169,1,5,0,181,6,174,1,0,0.03314917127071823,0.9337016574585635,0.0055248618784530384,0.027624309392265192,0.0,0.03314917127071823,0.9613259668508287,0.0055248618784530384,0.0,Nydia M. Velazquez RECAP,0.9613259668508287
53032,53032,100,3,123,0,24,0,150,3,147,0,0,0.02,0.82,0.0,0.16,0.0,0.02,0.98,0.0,0.0,Nydia M. Velazquez RECAP,0.98
53038,53038,100,1,41,0,6,0,48,1,47,0,0,0.020833333333333332,0.8541666666666666,0.0,0.125,0.0,0.020833333333333332,0.9791666666666666,0.0,0.0,Nydia M. Velazquez RECAP,0.9791666666666666
53039,53039,100,4,77,3,8,0,92,4,85,3,0,0.043478260869565216,0.8369565217391305,0.03260869565217391,0.08695652173913043,0.0,0.043478260869565216,0.9239130434782609,0.03260869565217391,0.0,Nydia M. Velazquez RECAP,0.9239130434782609
53040,53040,100,4,71,1,2,0,78,4,73,1,0,0.05128205128205128,0.9102564102564102,0.01282051282051282,0.02564102564102564,0.0,0.05128205128205128,0.9358974358974359,0.01282051282051282,0.0,Nydia M. Velazquez RECAP,0.9358974358974359
53041,53041,100,2,134,0,6,0,142,2,140,0,0,0.014084507042253521,0.9436619718309859,0.0,0.04225352112676056,0.0,0.014084507042253521,0.9859154929577465,0.0,0.0,Nydia M. Velazquez RECAP,0.9859154929577465
53042,53042,100,5,124,1,5,0,135,5,129,1,0,0.037037037037037035,0.9185185185185185,0.007407407407407408,0.037037037037037035,0.0,0.037037037037037035,0.9555555555555556,0.007407407407407408,0.0,Nydia M. Velazquez RECAP,0.9555555555555556
53043,53043,100,0,121,1,3,0,125,0,124,1,0,0.0,0.968,0.008,0.024,0.0,0.0,0.992,0.008,0.0,Nydia M. Velazquez RECAP,0.992
53044,53044,100,11,110,4,23,0,148,11,133,4,0,0.07432432432432433,0.7432432432432432,0.02702702702702703,0.1554054054054054,0.0,0.07432432432432433,0.8986486486486487,0.02702702702702703,0.0,Nydia M. Velazquez RECAP,0.8986486486486487
53045,53045,100,3,138,1,22,0,164,3,160,1,0,0.018292682926829267,0.8414634146341463,0.006097560975609756,0.13414634146341464,0.0,0.018292682926829267,0.975609756097561,0.006097560975609756,0.0,Nydia M. Velazquez RECAP,0.975609756097561
53046,53046,100,5,100,1,28,2,136,5,128,1,2,0.03676470588235294,0.7352941176470589,0.007352941176470588,0.20588235294117646,0.014705882352941176,0.03676470588235294,0.9411764705882353,0.007352941176470588,0.014705882352941176,Nydia M. Velazquez RECAP,0.9411764705882353
53047,53047,100,5,97,2,46,1,151,5,143,2,1,0.033112582781456956,0.6423841059602649,0.013245033112582781,0.304635761589404,0.006622516556291391,0.033112582781456956,0.9470198675496688,0.013245033112582781,0.006622516556291391,Nydia M. Velazquez RECAP,0.9470198675496688
53048,53048,100,3,72,1,21,0,97,3,93,1,0,0.030927835051546393,0.7422680412371134,0.010309278350515464,0.21649484536082475,0.0,0.030927835051546393,0.9587628865979382,0.010309278350515464,0.0,Nydia M. Velazquez RECAP,0.9587628865979382
53049,53049,100,0,14,0,4,0,18,0,18,0,0,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,1.0,0.0,0.0,Nydia M. Velazquez RECAP,1.0
53050,53050,100,8,85,2,17,0,112,8,102,2,0,0.07142857142857142,0.7589285714285714,0.017857142857142856,0.15178571428571427,0.0,0.07142857142857142,0.9107142857142857,0.017857142857142856,0.0,Nydia M. Velazquez RECAP,0.9107142857142857
53051,53051,100,1,71,0,2,1,75,1,73,0,1,0.013333333333333334,0.9466666666666667,0.0,0.02666666666666667,0.013333333333333334,0.013333333333333334,0.9733333333333334,0.0,0.013333333333333334,Nydia M. Velazquez RECAP,0.9733333333333334
53052,53052,100,0,4,0,7,0,11,0,11,0,0,0.0,0.36363636363636365,0.0,0.6363636363636364,0.0,0.0,1.0,0.0,0.0,Nydia M. Velazquez RECAP,1.0
53053,53053,100,7,100,1,33,0,141,7,133,1,0,0.04964539007092199,0.7092198581560284,0.0070921985815602835,0.23404255319148937,0.0,0.04964539007092199,0.9432624113475178,0.0070921985815602835,0.0,Nydia M. Velazquez RECAP,0.9432624113475178
53054,53054,100,3,107,1,16,0,127,3,123,1,0,0.023622047244094488,0.84251968503937,0.007874015748031496,0.12598425196850394,0.0,0.023622047244094488,0.968503937007874,0.007874015748031496,0.0,Nydia M. Velazquez RECAP,0.968503937007874
53055,53055,100,8,90,0,34,1,133,8,124,0,1,0.06015037593984962,0.6766917293233082,0.0,0.2556390977443609,0.007518796992481203,0.06015037593984962,0.9323308270676691,0.0,0.007518796992481203,Nydia M. Velazquez RECAP,0.9323308270676691
53056,53056,100,9,128,2,27,0,166,9,155,2,0,0.05421686746987952,0.7710843373493976,0.012048192771084338,0.16265060240963855,0.0,0.05421686746987952,0.9337349397590361,0.012048192771084338,0.0,Nydia M. Velazquez RECAP,0.9337349397590361
53057,53057,100,6,140,1,36,1,184,6,176,1,1,0.03260869565217391,0.7608695652173914,0.005434782608695652,0.1956521739130435,0.005434782608695652,0.03260869565217391,0.9565217391304348,0.005434782608695652,0.005434782608695652,Nydia M. Velazquez RECAP,0.9565217391304348
53058,53058,100,11,83,1,30,1,126,11,113,1,1,0.0873015873015873,0.6587301587301587,0.007936507936507936,0.23809523809523808,0.007936507936507936,0.0873015873015873,0.8968253968253969,0.007936507936507936,0.007936507936507936,Nydia M. Velazquez RECAP,0.8968253968253969
53059,53059,100,7,137,0,35,0,179,7,172,0,0,0.03910614525139665,0.7653631284916201,0.0,0.19553072625698323,0.0,0.03910614525139665,0.9608938547486033,0.0,0.0,Nydia M. Velazquez RECAP,0.9608938547486033
53060,53060,100,10,157,0,32,0,199,10,189,0,0,0.05025125628140704,0.7889447236180904,0.0,0.16080402010050251,0.0,0.05025125628140704,0.949748743718593,0.0,0.0,Nydia M. Velazquez RECAP,0.949748743718593
53061,53061,100,9,153,2,11,0,175,9,164,2,0,0.05142857142857143,0.8742857142857143,0.011428571428571429,0.06285714285714286,0.0,0.05142857142857143,0.9371428571428572,0.011428571428571429,0.0,Nydia M. Velazquez RECAP,0.9371428571428572
53062,53062,100,6,22,0,6,0,34,6,28,0,0,0.17647058823529413,0.6470588235294118,0.0,0.17647058823529413,0.0,0.17647058823529413,0.8235294117647058,0.0,0.0,Nydia M. Velazquez RECAP,0.8235294117647058
53063,53063,100,6,84,2,22,0,114,6,106,2,0,0.05263157894736842,0.7368421052631579,0.017543859649122806,0.19298245614035087,0.0,0.05263157894736842,0.9298245614035088,0.017543859649122806,0.0,Nydia M. Velazquez RECAP,0.9298245614035088
53064,53064,100,8,79,2,14,0,103,8,93,2,0,0.07766990291262135,0.7669902912621359,0.019417475728155338,0.13592233009708737,0.0,0.07766990291262135,0.9029126213592233,0.019417475728155338,0.0,Nydia M. Velazquez RECAP,0.9029126213592233
53065,53065,100,24,93,3,13,0,133,24,106,3,0,0.18045112781954886,0.6992481203007519,0.022556390977443608,0.09774436090225563,0.0,0.18045112781954886,0.7969924812030075,0.022556390977443608,0.0,Nydia M. Velazquez RECAP,0.7969924812030075
53066,53066,100,19,145,7,17,0,188,19,162,7,0,0.10106382978723404,0.7712765957446809,0.03723404255319149,0.09042553191489362,0.0,0.10106382978723404,0.8617021276595744,0.03723404255319149,0.0,Nydia M. Velazquez RECAP,0.8617021276595744
53067,53067,100,9,129,6,10,0,154,9,139,6,0,0.05844155844155844,0.8376623376623377,0.03896103896103896,0.06493506493506493,0.0,0.05844155844155844,0.9025974025974026,0.03896103896103896,0.0,Nydia M. Velazquez RECAP,0.9025974025974026
53068,53068,100,11,110,6,18,0,145,11,128,6,0,0.07586206896551724,0.7586206896551724,0.041379310344827586,0.12413793103448276,0.0,0.07586206896551724,0.8827586206896552,0.041379310344827586,0.0,Nydia M. Velazquez RECAP,0.8827586206896552
53069,53069,100,3,66,2,7,1,79,3,73,2,1,0.0379746835443038,0.8354430379746836,0.02531645569620253,0.08860759493670886,0.012658227848101266,0.0379746835443038,0.9240506329113924,0.02531645569620253,0.012658227848101266,Nydia M. Velazquez RECAP,0.9240506329113924
53070,53070,100,8,149,1,8,0,166,8,157,1,0,0.04819277108433735,0.8975903614457831,0.006024096385542169,0.04819277108433735,0.0,0.04819277108433735,0.9457831325301205,0.006024096385542169,0.0,Nydia M. Velazquez RECAP,0.9457831325301205
53071,53071,100,2,83,0,4,0,89,2,87,0,0,0.02247191011235955,0.9325842696629213,0.0,0.0449438202247191,0.0,0.02247191011235955,0.9775280898876404,0.0,0.0,Nydia M. Velazquez RECAP,0.9775280898876404
53072,53072,100,9,115,2,25,0,151,9,140,2,0,0.059602649006622516,0.7615894039735099,0.013245033112582781,0.16556291390728478,0.0,0.059602649006622516,0.9271523178807947,0.013245033112582781,0.0,Nydia M. Velazquez RECAP,0.9271523178807947
53073,53073,100,8,158,0,9,2,177,8,167,0,2,0.04519774011299435,0.8926553672316384,0.0,0.05084745762711865,0.011299435028248588,0.04519774011299435,0.943502824858757,0.0,0.011299435028248588,Nydia M. Velazquez RECAP,0.943502824858757
53074,53074,100,2,142,2,8,2,156,2,150,2,2,0.01282051282051282,0.9102564102564102,0.01282051282051282,0.05128205128205128,0.01282051282051282,0.01282051282051282,0.9615384615384616,0.01282051282051282,0.01282051282051282,Nydia M. Velazquez RECAP,0.9615384615384616
53075,53075,100,3,78,3,5,0,89,3,83,3,0,0.033707865168539325,0.8764044943820225,0.033707865168539325,0.056179775280898875,0.0,0.033707865168539325,0.9325842696629213,0.033707865168539325,0.0,Nydia M. Velazquez RECAP,0.9325842696629213
53076,53076,100,5,76,2,19,0,102,5,95,2,0,0.049019607843137254,0.7450980392156863,0.0196078431372549,0.18627450980392157,0.0,0.049019607843137254,0.9313725490196079,0.0196078431372549,0.0,Nydia M. Velazquez RECAP,0.9313725490196079
53077,53077,100,6,124,3,14,0,147,6,138,3,0,0.04081632653061224,0.8435374149659864,0.02040816326530612,0.09523809523809523,0.0,0.04081632653061224,0.9387755102040817,0.02040816326530612,0.0,Nydia M. Velazquez RECAP,0.9387755102040817
53078,53078,100,15,47,2,3,3,70,15,50,2,3,0.21428571428571427,0.6714285714285714,0.02857142857142857,0.04285714285714286,0.04285714285714286,0.21428571428571427,0.7142857142857143,0.02857142857142857,0.04285714285714286,Nydia M. Velazquez RECAP,0.7142857142857143
