ED,Reported As,Reporting,Anna Culley (Republican),Carmen R. Velasquez (Democratic),Anna Culley (Democratic),Leslie G. Leach (Democratic),Thomas Benedetto (Conservative),William V. Decandido (Republican),John F. Casey (Republican),Ronald D. Hollie (Republican),Anna Culley (Conservative),Scattered,John F. Casey (Conservative),Ronald D. Hollie (Democratic),Total Votes,Anna Culley RECAP,Carmen R. Velasquez RECAP,Leslie G. Leach RECAP,Thomas Benedetto RECAP,William V. Decandido RECAP,John F. Casey RECAP,Ronald D. Hollie RECAP,Scattered RECAP,p_Anna Culley (Republican),p_Carmen R. Velasquez (Democratic),p_Anna Culley (Democratic),p_Leslie G. Leach (Democratic),p_Thomas Benedetto (Conservative),p_William V. Decandido (Republican),p_John F. Casey (Republican),p_Ronald D. Hollie (Republican),p_Anna Culley (Conservative),p_Scattered,p_John F. Casey (Conservative),p_Ronald D. Hollie (Democratic),p_Anna Culley RECAP,p_Carmen R. Velasquez RECAP,p_Leslie G. Leach RECAP,p_Thomas Benedetto RECAP,p_William V. Decandido RECAP,p_John F. Casey RECAP,p_Ronald D. Hollie RECAP,p_Scattered RECAP,winner,winner_p
32047,32047,100,2,132,121,138,3,1,1,3,3,0,2,118,524,126,132,138,3,1,3,121,0,0.003816793893129771,0.25190839694656486,0.23091603053435114,0.2633587786259542,0.0057251908396946565,0.0019083969465648854,0.0019083969465648854,0.0057251908396946565,0.0057251908396946565,0.0,0.003816793893129771,0.22519083969465647,0.24045801526717558,0.25190839694656486,0.2633587786259542,0.0057251908396946565,0.0019083969465648854,0.0057251908396946565,0.23091603053435114,0.0,Leslie G. Leach RECAP,0.2633587786259542
32048,32048,100,1,117,117,120,0,0,1,1,2,1,0,109,469,120,117,120,0,0,1,110,1,0.0021321961620469083,0.24946695095948826,0.24946695095948826,0.255863539445629,0.0,0.0,0.0021321961620469083,0.0021321961620469083,0.0042643923240938165,0.0021321961620469083,0.0,0.232409381663113,0.255863539445629,0.24946695095948826,0.255863539445629,0.0,0.0,0.0021321961620469083,0.2345415778251599,0.0021321961620469083,Tie,0.255863539445629
32049,32049,100,3,158,142,161,4,3,1,1,2,0,3,128,606,147,158,161,4,3,4,129,0,0.0049504950495049506,0.2607260726072607,0.23432343234323433,0.26567656765676567,0.006600660066006601,0.0049504950495049506,0.0016501650165016502,0.0016501650165016502,0.0033003300330033004,0.0,0.0049504950495049506,0.21122112211221122,0.24257425742574257,0.2607260726072607,0.26567656765676567,0.006600660066006601,0.0049504950495049506,0.006600660066006601,0.21287128712871287,0.0,Leslie G. Leach RECAP,0.26567656765676567
32050,32050,100,3,192,186,199,1,3,4,3,1,0,1,175,768,190,192,199,1,3,5,178,0,0.00390625,0.25,0.2421875,0.2591145833333333,0.0013020833333333333,0.00390625,0.005208333333333333,0.00390625,0.0013020833333333333,0.0,0.0013020833333333333,0.22786458333333334,0.24739583333333334,0.25,0.2591145833333333,0.0013020833333333333,0.00390625,0.006510416666666667,0.23177083333333334,0.0,Leslie G. Leach RECAP,0.2591145833333333
32051,32051,100,2,195,184,194,3,3,6,3,1,0,3,177,771,187,195,194,3,3,9,180,0,0.0025940337224383916,0.2529182879377432,0.23865110246433205,0.251621271076524,0.0038910505836575876,0.0038910505836575876,0.007782101167315175,0.0038910505836575876,0.0012970168612191958,0.0,0.0038910505836575876,0.22957198443579765,0.24254215304798962,0.2529182879377432,0.251621271076524,0.0038910505836575876,0.0038910505836575876,0.011673151750972763,0.23346303501945526,0.0,Carmen R. Velasquez RECAP,0.2529182879377432
32052,32052,100,1,104,90,97,0,1,1,1,0,0,0,85,380,91,104,97,0,1,1,86,0,0.002631578947368421,0.2736842105263158,0.23684210526315788,0.25526315789473686,0.0,0.002631578947368421,0.002631578947368421,0.002631578947368421,0.0,0.0,0.0,0.2236842105263158,0.2394736842105263,0.2736842105263158,0.25526315789473686,0.0,0.002631578947368421,0.002631578947368421,0.22631578947368422,0.0,Carmen R. Velasquez RECAP,0.2736842105263158
32053,32053,100,4,171,148,171,4,3,4,4,2,0,1,140,652,154,171,171,4,3,5,144,0,0.006134969325153374,0.26226993865030673,0.22699386503067484,0.26226993865030673,0.006134969325153374,0.004601226993865031,0.006134969325153374,0.006134969325153374,0.003067484662576687,0.0,0.0015337423312883436,0.2147239263803681,0.2361963190184049,0.26226993865030673,0.26226993865030673,0.006134969325153374,0.004601226993865031,0.007668711656441718,0.22085889570552147,0.0,Tie,0.26226993865030673
32054,32054,100,1,126,111,123,0,0,0,0,1,0,1,108,471,113,126,123,0,0,1,108,0,0.0021231422505307855,0.267515923566879,0.2356687898089172,0.2611464968152866,0.0,0.0,0.0,0.0,0.0021231422505307855,0.0,0.0021231422505307855,0.22929936305732485,0.23991507430997877,0.267515923566879,0.2611464968152866,0.0,0.0,0.0021231422505307855,0.22929936305732485,0.0,Carmen R. Velasquez RECAP,0.267515923566879
32055,32055,100,1,163,154,162,2,0,3,0,1,0,1,145,632,156,163,162,2,0,4,145,0,0.0015822784810126582,0.2579113924050633,0.24367088607594936,0.2563291139240506,0.0031645569620253164,0.0,0.004746835443037975,0.0,0.0015822784810126582,0.0,0.0015822784810126582,0.22943037974683544,0.2468354430379747,0.2579113924050633,0.2563291139240506,0.0031645569620253164,0.0,0.006329113924050633,0.22943037974683544,0.0,Carmen R. Velasquez RECAP,0.2579113924050633
32056,32056,100,1,73,61,69,0,0,1,0,1,0,0,62,268,63,73,69,0,0,1,62,0,0.0037313432835820895,0.27238805970149255,0.22761194029850745,0.2574626865671642,0.0,0.0,0.0037313432835820895,0.0,0.0037313432835820895,0.0,0.0,0.23134328358208955,0.23507462686567165,0.27238805970149255,0.2574626865671642,0.0,0.0,0.0037313432835820895,0.23134328358208955,0.0,Carmen R. Velasquez RECAP,0.27238805970149255
32057,32057,100,3,251,249,260,4,6,4,3,3,0,3,244,1030,255,251,260,4,6,7,247,0,0.002912621359223301,0.2436893203883495,0.24174757281553397,0.2524271844660194,0.003883495145631068,0.005825242718446602,0.003883495145631068,0.002912621359223301,0.002912621359223301,0.0,0.002912621359223301,0.23689320388349513,0.24757281553398058,0.2436893203883495,0.2524271844660194,0.003883495145631068,0.005825242718446602,0.006796116504854369,0.23980582524271846,0.0,Leslie G. Leach RECAP,0.2524271844660194
32058,32058,100,2,232,215,235,2,3,3,2,0,0,1,212,907,217,232,235,2,3,4,214,0,0.002205071664829107,0.2557883131201764,0.237045203969129,0.25909592061742004,0.002205071664829107,0.0033076074972436605,0.0033076074972436605,0.002205071664829107,0.0,0.0,0.0011025358324145535,0.23373759647188533,0.2392502756339581,0.2557883131201764,0.25909592061742004,0.002205071664829107,0.0033076074972436605,0.004410143329658214,0.23594266813671444,0.0,Leslie G. Leach RECAP,0.25909592061742004
32059,32059,100,7,208,192,201,2,7,6,7,1,1,2,182,816,200,208,201,2,7,8,189,1,0.00857843137254902,0.2549019607843137,0.23529411764705882,0.24632352941176472,0.0024509803921568627,0.00857843137254902,0.007352941176470588,0.00857843137254902,0.0012254901960784314,0.0012254901960784314,0.0024509803921568627,0.22303921568627452,0.24509803921568626,0.2549019607843137,0.24632352941176472,0.0024509803921568627,0.00857843137254902,0.00980392156862745,0.23161764705882354,0.0012254901960784314,Carmen R. Velasquez RECAP,0.2549019607843137
32060,32060,100,6,267,262,277,4,6,7,6,1,1,2,246,1085,269,267,277,4,6,9,252,1,0.005529953917050691,0.24608294930875577,0.24147465437788018,0.2552995391705069,0.003686635944700461,0.005529953917050691,0.0064516129032258064,0.005529953917050691,0.0009216589861751152,0.0009216589861751152,0.0018433179723502304,0.22672811059907835,0.24792626728110598,0.24608294930875577,0.2552995391705069,0.003686635944700461,0.005529953917050691,0.008294930875576038,0.23225806451612904,0.0009216589861751152,Leslie G. Leach RECAP,0.2552995391705069
32061,32061,100,4,221,208,228,0,2,6,2,1,0,1,200,873,213,221,228,0,2,7,202,0,0.004581901489117984,0.2531500572737686,0.23825887743413515,0.2611683848797251,0.0,0.002290950744558992,0.006872852233676976,0.002290950744558992,0.001145475372279496,0.0,0.001145475372279496,0.2290950744558992,0.24398625429553264,0.2531500572737686,0.2611683848797251,0.0,0.002290950744558992,0.008018327605956471,0.2313860252004582,0.0,Leslie G. Leach RECAP,0.2611683848797251
32062,32062,100,5,232,209,240,3,6,5,6,1,0,3,218,928,215,232,240,3,6,8,224,0,0.005387931034482759,0.25,0.2252155172413793,0.25862068965517243,0.003232758620689655,0.00646551724137931,0.005387931034482759,0.00646551724137931,0.0010775862068965517,0.0,0.003232758620689655,0.2349137931034483,0.23168103448275862,0.25,0.25862068965517243,0.003232758620689655,0.00646551724137931,0.008620689655172414,0.2413793103448276,0.0,Leslie G. Leach RECAP,0.25862068965517243
32063,32063,100,1,230,215,245,2,3,1,1,0,1,0,215,914,216,230,245,2,3,1,216,1,0.0010940919037199124,0.25164113785557984,0.23522975929978118,0.26805251641137856,0.002188183807439825,0.0032822757111597373,0.0010940919037199124,0.0010940919037199124,0.0,0.0010940919037199124,0.0,0.23522975929978118,0.2363238512035011,0.25164113785557984,0.26805251641137856,0.002188183807439825,0.0032822757111597373,0.0010940919037199124,0.2363238512035011,0.0010940919037199124,Leslie G. Leach RECAP,0.26805251641137856
32064,32064,100,2,228,217,233,8,0,9,5,4,0,2,217,925,223,228,233,8,0,11,222,0,0.002162162162162162,0.2464864864864865,0.23459459459459459,0.2518918918918919,0.008648648648648649,0.0,0.00972972972972973,0.005405405405405406,0.004324324324324324,0.0,0.002162162162162162,0.23459459459459459,0.2410810810810811,0.2464864864864865,0.2518918918918919,0.008648648648648649,0.0,0.011891891891891892,0.24,0.0,Leslie G. Leach RECAP,0.2518918918918919
32065,32065,100,3,251,228,242,3,2,3,2,1,4,0,231,970,232,251,242,3,2,3,233,4,0.003092783505154639,0.25876288659793817,0.23505154639175257,0.24948453608247423,0.003092783505154639,0.002061855670103093,0.003092783505154639,0.002061855670103093,0.0010309278350515464,0.004123711340206186,0.0,0.2381443298969072,0.23917525773195877,0.25876288659793817,0.24948453608247423,0.003092783505154639,0.002061855670103093,0.003092783505154639,0.24020618556701032,0.004123711340206186,Carmen R. Velasquez RECAP,0.25876288659793817
32066,32066,100,3,226,223,251,6,3,5,3,4,0,3,242,969,230,226,251,6,3,8,245,0,0.0030959752321981426,0.23323013415892674,0.2301341589267286,0.2590299277605779,0.006191950464396285,0.0030959752321981426,0.005159958720330237,0.0030959752321981426,0.0041279669762641896,0.0,0.0030959752321981426,0.24974200206398348,0.23735810113519093,0.23323013415892674,0.2590299277605779,0.006191950464396285,0.0030959752321981426,0.008255933952528379,0.2528379772961816,0.0,Leslie G. Leach RECAP,0.2590299277605779
32067,32067,100,4,215,187,226,2,4,6,5,2,5,2,201,859,193,215,226,2,4,8,206,5,0.004656577415599534,0.25029103608847497,0.21769499417927823,0.2630966239813737,0.002328288707799767,0.004656577415599534,0.006984866123399301,0.005820721769499418,0.002328288707799767,0.005820721769499418,0.002328288707799767,0.2339930151338766,0.22467986030267753,0.25029103608847497,0.2630966239813737,0.002328288707799767,0.004656577415599534,0.009313154831199068,0.239813736903376,0.005820721769499418,Leslie G. Leach RECAP,0.2630966239813737
32068,32068,100,2,224,207,227,2,3,7,3,2,1,2,219,899,211,224,227,2,3,9,222,1,0.002224694104560623,0.24916573971078976,0.23025583982202447,0.2525027808676307,0.002224694104560623,0.0033370411568409346,0.00778642936596218,0.0033370411568409346,0.002224694104560623,0.0011123470522803114,0.002224694104560623,0.2436040044493882,0.2347052280311457,0.24916573971078976,0.2525027808676307,0.002224694104560623,0.0033370411568409346,0.010011123470522803,0.24694104560622915,0.0011123470522803114,Leslie G. Leach RECAP,0.2525027808676307
32069,32069,100,2,237,225,243,6,1,2,1,0,1,2,229,949,227,237,243,6,1,4,230,1,0.002107481559536354,0.24973656480505796,0.23709167544783982,0.256059009483667,0.006322444678609062,0.001053740779768177,0.002107481559536354,0.001053740779768177,0.0,0.001053740779768177,0.002107481559536354,0.24130663856691253,0.23919915700737618,0.24973656480505796,0.256059009483667,0.006322444678609062,0.001053740779768177,0.004214963119072708,0.24236037934668073,0.001053740779768177,Leslie G. Leach RECAP,0.256059009483667
32070,32070,100,2,239,235,253,7,3,2,1,2,0,2,242,988,239,239,253,7,3,4,243,0,0.0020242914979757085,0.24190283400809717,0.23785425101214575,0.2560728744939271,0.00708502024291498,0.003036437246963563,0.0020242914979757085,0.0010121457489878543,0.0020242914979757085,0.0,0.0020242914979757085,0.24493927125506074,0.24190283400809717,0.24190283400809717,0.2560728744939271,0.00708502024291498,0.003036437246963563,0.004048582995951417,0.24595141700404857,0.0,Leslie G. Leach RECAP,0.2560728744939271
32071,32071,100,8,209,197,213,6,4,4,2,1,1,2,171,818,206,209,213,6,4,6,173,1,0.009779951100244499,0.2555012224938875,0.24083129584352078,0.2603911980440098,0.007334963325183374,0.004889975550122249,0.004889975550122249,0.0024449877750611247,0.0012224938875305623,0.0012224938875305623,0.0024449877750611247,0.20904645476772615,0.25183374083129584,0.2555012224938875,0.2603911980440098,0.007334963325183374,0.004889975550122249,0.007334963325183374,0.2114914425427873,0.0012224938875305623,Leslie G. Leach RECAP,0.2603911980440098
32072,32072,100,3,197,171,185,1,3,3,3,2,1,1,163,733,176,197,185,1,3,4,166,1,0.004092769440654843,0.26875852660300137,0.23328785811732605,0.252387448840382,0.001364256480218281,0.004092769440654843,0.004092769440654843,0.004092769440654843,0.002728512960436562,0.001364256480218281,0.001364256480218281,0.22237380627557982,0.24010914051841747,0.26875852660300137,0.252387448840382,0.001364256480218281,0.004092769440654843,0.005457025920873124,0.22646657571623466,0.001364256480218281,Carmen R. Velasquez RECAP,0.26875852660300137
32073,32073,100,7,143,142,151,2,6,7,4,2,0,2,124,590,151,143,151,2,6,9,128,0,0.011864406779661017,0.2423728813559322,0.24067796610169492,0.2559322033898305,0.003389830508474576,0.010169491525423728,0.011864406779661017,0.006779661016949152,0.003389830508474576,0.0,0.003389830508474576,0.21016949152542372,0.2559322033898305,0.2423728813559322,0.2559322033898305,0.003389830508474576,0.010169491525423728,0.015254237288135594,0.21694915254237288,0.0,Tie,0.2559322033898305
32074,32074,100,4,136,125,140,3,4,6,5,3,0,2,116,544,132,136,140,3,4,8,121,0,0.007352941176470588,0.25,0.22977941176470587,0.25735294117647056,0.0055147058823529415,0.007352941176470588,0.011029411764705883,0.009191176470588236,0.0055147058823529415,0.0,0.003676470588235294,0.21323529411764705,0.2426470588235294,0.25,0.25735294117647056,0.0055147058823529415,0.007352941176470588,0.014705882352941176,0.22242647058823528,0.0,Leslie G. Leach RECAP,0.25735294117647056
32075,32075,100,1,139,122,133,0,0,1,1,0,0,1,119,517,123,139,133,0,0,2,120,0,0.0019342359767891683,0.2688588007736944,0.23597678916827852,0.2572533849129594,0.0,0.0,0.0019342359767891683,0.0019342359767891683,0.0,0.0,0.0019342359767891683,0.23017408123791103,0.2379110251450677,0.2688588007736944,0.2572533849129594,0.0,0.0,0.0038684719535783366,0.23210831721470018,0.0,Carmen R. Velasquez RECAP,0.2688588007736944
32076,32056,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
32077,32077,100,9,132,114,132,3,8,7,6,1,0,2,118,532,124,132,132,3,8,9,124,0,0.016917293233082706,0.24812030075187969,0.21428571428571427,0.24812030075187969,0.005639097744360902,0.015037593984962405,0.013157894736842105,0.011278195488721804,0.0018796992481203006,0.0,0.0037593984962406013,0.22180451127819548,0.23308270676691728,0.24812030075187969,0.24812030075187969,0.005639097744360902,0.015037593984962405,0.016917293233082706,0.23308270676691728,0.0,Tie,0.24812030075187969
32078,32078,100,1,153,142,162,0,1,1,1,0,0,0,141,602,143,153,162,0,1,1,142,0,0.0016611295681063123,0.2541528239202658,0.23588039867109634,0.2691029900332226,0.0,0.0016611295681063123,0.0016611295681063123,0.0016611295681063123,0.0,0.0,0.0,0.23421926910299004,0.23754152823920266,0.2541528239202658,0.2691029900332226,0.0,0.0016611295681063123,0.0016611295681063123,0.23588039867109634,0.0,Leslie G. Leach RECAP,0.2691029900332226
33001,33001,100,78,101,104,110,34,77,85,86,24,0,25,99,823,206,101,110,34,77,110,185,0,0.09477521263669501,0.1227217496962333,0.12636695018226002,0.1336573511543135,0.041312272174969626,0.09356014580801944,0.10328068043742406,0.10449574726609964,0.02916160388821385,0.0,0.030376670716889428,0.12029161603888214,0.2503037667071689,0.1227217496962333,0.1336573511543135,0.041312272174969626,0.09356014580801944,0.1336573511543135,0.22478736330498178,0.0,Anna Culley RECAP,0.2503037667071689
33002,33002,100,75,121,135,125,42,77,88,87,25,0,26,119,920,235,121,125,42,77,114,206,0,0.08152173913043478,0.13152173913043477,0.14673913043478262,0.1358695652173913,0.04565217391304348,0.08369565217391305,0.09565217391304348,0.09456521739130434,0.02717391304347826,0.0,0.02826086956521739,0.12934782608695652,0.2554347826086957,0.13152173913043477,0.1358695652173913,0.04565217391304348,0.08369565217391305,0.12391304347826088,0.22391304347826088,0.0,Anna Culley RECAP,0.2554347826086957
33003,33003,100,43,131,134,142,30,47,57,38,13,4,15,124,778,190,131,142,30,47,72,162,4,0.055269922879177376,0.16838046272493573,0.17223650385604114,0.18251928020565553,0.038560411311053984,0.060411311053984576,0.07326478149100257,0.04884318766066838,0.016709511568123392,0.005141388174807198,0.019280205655526992,0.15938303341902313,0.2442159383033419,0.16838046272493573,0.18251928020565553,0.038560411311053984,0.060411311053984576,0.09254498714652956,0.20822622107969152,0.005141388174807198,Anna Culley RECAP,0.2442159383033419
33004,33004,100,57,112,129,116,36,55,70,62,19,2,20,109,787,205,112,116,36,55,90,171,2,0.0724269377382465,0.1423125794155019,0.1639135959339263,0.1473951715374841,0.045743329097839895,0.0698856416772554,0.08894536213468869,0.07878017789072427,0.0241423125794155,0.0025412960609911056,0.025412960609911054,0.13850063532401524,0.2604828462515883,0.1423125794155019,0.1473951715374841,0.045743329097839895,0.0698856416772554,0.11435832274459974,0.21728081321473952,0.0025412960609911056,Anna Culley RECAP,0.2604828462515883
33005,33005,100,75,116,123,135,29,75,83,68,14,4,15,111,848,212,116,135,29,75,98,179,4,0.08844339622641509,0.13679245283018868,0.14504716981132076,0.15919811320754718,0.03419811320754717,0.08844339622641509,0.09787735849056604,0.08018867924528301,0.01650943396226415,0.0047169811320754715,0.01768867924528302,0.13089622641509435,0.25,0.13679245283018868,0.15919811320754718,0.03419811320754717,0.08844339622641509,0.11556603773584906,0.21108490566037735,0.0047169811320754715,Anna Culley RECAP,0.25
33006,33006,100,86,116,129,116,36,86,95,82,25,0,27,117,915,240,116,116,36,86,122,199,0,0.09398907103825137,0.126775956284153,0.14098360655737704,0.126775956284153,0.03934426229508197,0.09398907103825137,0.10382513661202186,0.08961748633879782,0.0273224043715847,0.0,0.029508196721311476,0.12786885245901639,0.26229508196721313,0.126775956284153,0.126775956284153,0.03934426229508197,0.09398907103825137,0.13333333333333333,0.2174863387978142,0.0,Anna Culley RECAP,0.26229508196721313
33007,33007,100,84,99,90,107,39,86,109,89,28,0,29,91,851,202,99,107,39,86,138,180,0,0.09870740305522914,0.11633372502937721,0.10575793184488837,0.12573443008225618,0.045828437132784956,0.10105757931844889,0.12808460634547592,0.1045828437132785,0.03290246768507638,0.0,0.03407755581668625,0.10693301997649823,0.23736780258519388,0.11633372502937721,0.12573443008225618,0.045828437132784956,0.10105757931844889,0.16216216216216217,0.21151586368977673,0.0,Anna Culley RECAP,0.23736780258519388
33008,33008,100,47,67,76,71,20,51,52,50,10,0,12,67,523,133,67,71,20,51,64,117,0,0.08986615678776291,0.12810707456978968,0.14531548757170173,0.13575525812619502,0.03824091778202677,0.09751434034416825,0.0994263862332696,0.09560229445506692,0.019120458891013385,0.0,0.022944550669216062,0.12810707456978968,0.25430210325047803,0.12810707456978968,0.13575525812619502,0.03824091778202677,0.09751434034416825,0.12237093690248566,0.2237093690248566,0.0,Anna Culley RECAP,0.25430210325047803
33009,33009,100,61,101,91,100,38,69,84,71,29,0,34,88,766,181,101,100,38,69,118,159,0,0.07963446475195822,0.13185378590078328,0.11879895561357702,0.13054830287206268,0.04960835509138381,0.09007832898172324,0.10966057441253264,0.0926892950391645,0.037859007832898174,0.0,0.044386422976501305,0.11488250652741515,0.2362924281984334,0.13185378590078328,0.13054830287206268,0.04960835509138381,0.09007832898172324,0.15404699738903394,0.20757180156657964,0.0,Anna Culley RECAP,0.2362924281984334
33010,33010,100,38,73,74,73,16,34,46,38,8,0,13,63,476,120,73,73,16,34,59,101,0,0.07983193277310924,0.15336134453781514,0.15546218487394958,0.15336134453781514,0.03361344537815126,0.07142857142857142,0.09663865546218488,0.07983193277310924,0.01680672268907563,0.0,0.0273109243697479,0.1323529411764706,0.25210084033613445,0.15336134453781514,0.15336134453781514,0.03361344537815126,0.07142857142857142,0.12394957983193278,0.21218487394957983,0.0,Anna Culley RECAP,0.25210084033613445
33011,33011,100,53,99,88,96,14,54,56,48,10,0,9,82,609,151,99,96,14,54,65,130,0,0.08702791461412152,0.1625615763546798,0.1444991789819376,0.15763546798029557,0.022988505747126436,0.08866995073891626,0.09195402298850575,0.07881773399014778,0.016420361247947456,0.0,0.014778325123152709,0.13464696223316913,0.24794745484400657,0.1625615763546798,0.15763546798029557,0.022988505747126436,0.08866995073891626,0.10673234811165845,0.2134646962233169,0.0,Anna Culley RECAP,0.24794745484400657
33012,33012,100,91,129,129,124,16,80,92,70,9,1,14,107,862,229,129,124,16,80,106,177,1,0.10556844547563805,0.14965197215777262,0.14965197215777262,0.14385150812064965,0.018561484918793503,0.09280742459396751,0.10672853828306264,0.08120649651972157,0.010440835266821345,0.001160092807424594,0.016241299303944315,0.12412993039443156,0.265661252900232,0.14965197215777262,0.14385150812064965,0.018561484918793503,0.09280742459396751,0.12296983758700696,0.20533642691415313,0.001160092807424594,Anna Culley RECAP,0.265661252900232
33013,33013,100,53,145,138,147,19,54,65,53,14,0,14,124,826,205,145,147,19,54,79,177,0,0.06416464891041163,0.17554479418886199,0.16707021791767554,0.17796610169491525,0.023002421307506054,0.06537530266343826,0.07869249394673124,0.06416464891041163,0.01694915254237288,0.0,0.01694915254237288,0.15012106537530268,0.24818401937046006,0.17554479418886199,0.17796610169491525,0.023002421307506054,0.06537530266343826,0.09564164648910412,0.21428571428571427,0.0,Anna Culley RECAP,0.24818401937046006
33014,33014,100,29,101,86,94,15,25,33,27,8,0,10,80,508,123,101,94,15,25,43,107,0,0.05708661417322835,0.19881889763779528,0.16929133858267717,0.18503937007874016,0.02952755905511811,0.04921259842519685,0.06496062992125984,0.0531496062992126,0.015748031496062992,0.0,0.01968503937007874,0.15748031496062992,0.2421259842519685,0.19881889763779528,0.18503937007874016,0.02952755905511811,0.04921259842519685,0.08464566929133858,0.2106299212598425,0.0,Anna Culley RECAP,0.2421259842519685
33015,33015,100,40,73,67,71,16,38,44,38,8,0,10,60,465,115,73,71,16,38,54,98,0,0.08602150537634409,0.15698924731182795,0.14408602150537633,0.15268817204301074,0.034408602150537634,0.08172043010752689,0.09462365591397849,0.08172043010752689,0.017204301075268817,0.0,0.021505376344086023,0.12903225806451613,0.24731182795698925,0.15698924731182795,0.15268817204301074,0.034408602150537634,0.08172043010752689,0.11612903225806452,0.210752688172043,0.0,Anna Culley RECAP,0.24731182795698925
33016,33016,100,4,22,23,24,3,2,5,5,1,0,2,24,115,28,22,24,3,2,7,29,0,0.034782608695652174,0.19130434782608696,0.2,0.20869565217391303,0.02608695652173913,0.017391304347826087,0.043478260869565216,0.043478260869565216,0.008695652173913044,0.0,0.017391304347826087,0.20869565217391303,0.24347826086956523,0.19130434782608696,0.20869565217391303,0.02608695652173913,0.017391304347826087,0.06086956521739131,0.25217391304347825,0.0,Ronald D. Hollie RECAP,0.25217391304347825
33017,33017,100,36,122,111,119,18,27,31,28,12,0,15,99,618,159,122,119,18,27,46,127,0,0.05825242718446602,0.19741100323624594,0.1796116504854369,0.1925566343042071,0.02912621359223301,0.043689320388349516,0.05016181229773463,0.045307443365695796,0.019417475728155338,0.0,0.024271844660194174,0.16019417475728157,0.25728155339805825,0.19741100323624594,0.1925566343042071,0.02912621359223301,0.043689320388349516,0.0744336569579288,0.20550161812297735,0.0,Anna Culley RECAP,0.25728155339805825
33018,33018,100,49,114,108,112,20,49,64,51,9,0,9,102,687,166,114,112,20,49,73,153,0,0.07132459970887918,0.16593886462882096,0.1572052401746725,0.16302765647743814,0.02911208151382824,0.07132459970887918,0.09315866084425037,0.07423580786026202,0.013100436681222707,0.0,0.013100436681222707,0.14847161572052403,0.24163027656477437,0.16593886462882096,0.16302765647743814,0.02911208151382824,0.07132459970887918,0.10625909752547306,0.22270742358078602,0.0,Anna Culley RECAP,0.24163027656477437
33019,33019,100,41,136,126,122,10,36,49,39,8,0,5,109,681,175,136,122,10,36,54,148,0,0.06020558002936858,0.19970631424375918,0.18502202643171806,0.17914831130690162,0.014684287812041116,0.05286343612334802,0.07195301027900147,0.05726872246696035,0.011747430249632892,0.0,0.007342143906020558,0.16005873715124816,0.25697503671071953,0.19970631424375918,0.17914831130690162,0.014684287812041116,0.05286343612334802,0.07929515418502203,0.2173274596182085,0.0,Anna Culley RECAP,0.25697503671071953
33020,33020,100,24,141,131,135,11,27,28,26,4,1,5,116,649,159,141,135,11,27,33,142,1,0.03697996918335902,0.2172573189522342,0.20184899845916796,0.20801232665639446,0.01694915254237288,0.04160246533127889,0.04314329738058552,0.040061633281972264,0.0061633281972265025,0.0015408320493066256,0.007704160246533128,0.17873651771956856,0.24499229583975346,0.2172573189522342,0.20801232665639446,0.01694915254237288,0.04160246533127889,0.05084745762711865,0.21879815100154082,0.0015408320493066256,Anna Culley RECAP,0.24499229583975346
33021,33021,100,22,187,149,176,13,22,28,21,7,0,7,147,779,178,187,176,13,22,35,168,0,0.028241335044929396,0.24005134788189988,0.19127086007702182,0.22593068035943517,0.01668806161745828,0.028241335044929396,0.03594351732991014,0.026957637997432605,0.008985879332477536,0.0,0.008985879332477536,0.18870346598202825,0.22849807445442877,0.24005134788189988,0.22593068035943517,0.01668806161745828,0.028241335044929396,0.044929396662387676,0.21566110397946084,0.0,Carmen R. Velasquez RECAP,0.24005134788189988
33022,33022,100,31,133,126,133,8,27,31,31,5,0,4,115,644,162,133,133,8,27,35,146,0,0.04813664596273292,0.20652173913043478,0.1956521739130435,0.20652173913043478,0.012422360248447204,0.04192546583850932,0.04813664596273292,0.04813664596273292,0.007763975155279503,0.0,0.006211180124223602,0.17857142857142858,0.2515527950310559,0.20652173913043478,0.20652173913043478,0.012422360248447204,0.04192546583850932,0.05434782608695652,0.2267080745341615,0.0,Anna Culley RECAP,0.2515527950310559
33023,33023,100,15,137,141,147,6,12,15,8,2,0,4,139,626,158,137,147,6,12,19,147,0,0.023961661341853034,0.21884984025559107,0.22523961661341854,0.23482428115015974,0.009584664536741214,0.019169329073482427,0.023961661341853034,0.012779552715654952,0.003194888178913738,0.0,0.006389776357827476,0.2220447284345048,0.2523961661341853,0.21884984025559107,0.23482428115015974,0.009584664536741214,0.019169329073482427,0.03035143769968051,0.23482428115015974,0.0,Anna Culley RECAP,0.2523961661341853
33024,33024,100,18,152,135,144,3,16,21,17,2,1,4,127,640,155,152,144,3,16,25,144,1,0.028125,0.2375,0.2109375,0.225,0.0046875,0.025,0.0328125,0.0265625,0.003125,0.0015625,0.00625,0.1984375,0.2421875,0.2375,0.225,0.0046875,0.025,0.0390625,0.225,0.0015625,Anna Culley RECAP,0.2421875
