ED,Reported As,Reporting,Gregory W. Meeks (Democratic),Allen F. Steinhardt (Allen 4 Congress),Scattered,Total Votes,Gregory W. Meeks RECAP,Allen F. Steinhardt RECAP,Scattered RECAP,p_Gregory W. Meeks (Democratic),p_Allen F. Steinhardt (Allen 4 Congress),p_Scattered,p_Gregory W. Meeks RECAP,p_Allen F. Steinhardt RECAP,p_Scattered RECAP,winner,winner_p
33013,33013,100,201,13,0,214,201,13,0,0.9392523364485982,0.06074766355140187,0.0,0.9392523364485982,0.06074766355140187,0.0,Gregory W. Meeks RECAP,0.9392523364485982
33014,33014,100,130,13,0,143,130,13,0,0.9090909090909091,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,0.0,Gregory W. Meeks RECAP,0.9090909090909091
33015,33015,100,92,8,0,100,92,8,0,0.92,0.08,0.0,0.92,0.08,0.0,Gregory W. Meeks RECAP,0.92
33016,33016,100,28,2,0,30,28,2,0,0.9333333333333333,0.06666666666666667,0.0,0.9333333333333333,0.06666666666666667,0.0,Gregory W. Meeks RECAP,0.9333333333333333
33017,33017,100,148,15,1,164,148,15,1,0.9024390243902439,0.09146341463414634,0.006097560975609756,0.9024390243902439,0.09146341463414634,0.006097560975609756,Gregory W. Meeks RECAP,0.9024390243902439
33018,33018,100,154,12,0,166,154,12,0,0.927710843373494,0.07228915662650602,0.0,0.927710843373494,0.07228915662650602,0.0,Gregory W. Meeks RECAP,0.927710843373494
33019,33019,100,166,9,0,175,166,9,0,0.9485714285714286,0.05142857142857143,0.0,0.9485714285714286,0.05142857142857143,0.0,Gregory W. Meeks RECAP,0.9485714285714286
33020,33020,100,161,10,2,173,161,10,2,0.930635838150289,0.057803468208092484,0.011560693641618497,0.930635838150289,0.057803468208092484,0.011560693641618497,Gregory W. Meeks RECAP,0.930635838150289
33021,33021,100,214,5,3,222,214,5,3,0.963963963963964,0.02252252252252252,0.013513513513513514,0.963963963963964,0.02252252252252252,0.013513513513513514,Gregory W. Meeks RECAP,0.963963963963964
33022,33022,100,165,9,2,176,165,9,2,0.9375,0.05113636363636364,0.011363636363636364,0.9375,0.05113636363636364,0.011363636363636364,Gregory W. Meeks RECAP,0.9375
33023,33023,100,189,6,0,195,189,6,0,0.9692307692307692,0.03076923076923077,0.0,0.9692307692307692,0.03076923076923077,0.0,Gregory W. Meeks RECAP,0.9692307692307692
33024,33024,100,182,3,0,185,182,3,0,0.9837837837837838,0.016216216216216217,0.0,0.9837837837837838,0.016216216216216217,0.0,Gregory W. Meeks RECAP,0.9837837837837838
33025,33025,100,158,8,1,167,158,8,1,0.9461077844311377,0.04790419161676647,0.005988023952095809,0.9461077844311377,0.04790419161676647,0.005988023952095809,Gregory W. Meeks RECAP,0.9461077844311377
33026,33026,100,111,3,0,114,111,3,0,0.9736842105263158,0.02631578947368421,0.0,0.9736842105263158,0.02631578947368421,0.0,Gregory W. Meeks RECAP,0.9736842105263158
33027,33027,100,186,4,0,190,186,4,0,0.9789473684210527,0.021052631578947368,0.0,0.9789473684210527,0.021052631578947368,0.0,Gregory W. Meeks RECAP,0.9789473684210527
33028,33028,100,181,4,0,185,181,4,0,0.9783783783783784,0.021621621621621623,0.0,0.9783783783783784,0.021621621621621623,0.0,Gregory W. Meeks RECAP,0.9783783783783784
33029,33029,100,225,1,0,226,225,1,0,0.995575221238938,0.004424778761061947,0.0,0.995575221238938,0.004424778761061947,0.0,Gregory W. Meeks RECAP,0.995575221238938
33030,33030,100,268,7,0,275,268,7,0,0.9745454545454545,0.025454545454545455,0.0,0.9745454545454545,0.025454545454545455,0.0,Gregory W. Meeks RECAP,0.9745454545454545
33031,33031,100,226,2,0,228,226,2,0,0.9912280701754386,0.008771929824561403,0.0,0.9912280701754386,0.008771929824561403,0.0,Gregory W. Meeks RECAP,0.9912280701754386
33032,33032,100,266,6,2,274,266,6,2,0.9708029197080292,0.021897810218978103,0.0072992700729927005,0.9708029197080292,0.021897810218978103,0.0072992700729927005,Gregory W. Meeks RECAP,0.9708029197080292
33033,33033,100,214,2,2,218,214,2,2,0.981651376146789,0.009174311926605505,0.009174311926605505,0.981651376146789,0.009174311926605505,0.009174311926605505,Gregory W. Meeks RECAP,0.981651376146789
33034,33034,100,238,2,0,240,238,2,0,0.9916666666666667,0.008333333333333333,0.0,0.9916666666666667,0.008333333333333333,0.0,Gregory W. Meeks RECAP,0.9916666666666667
33035,33035,100,252,3,1,256,252,3,1,0.984375,0.01171875,0.00390625,0.984375,0.01171875,0.00390625,Gregory W. Meeks RECAP,0.984375
33036,33036,100,235,2,0,237,235,2,0,0.9915611814345991,0.008438818565400843,0.0,0.9915611814345991,0.008438818565400843,0.0,Gregory W. Meeks RECAP,0.9915611814345991
33037,33037,100,247,4,0,251,247,4,0,0.9840637450199203,0.01593625498007968,0.0,0.9840637450199203,0.01593625498007968,0.0,Gregory W. Meeks RECAP,0.9840637450199203
33038,33038,100,239,2,2,243,239,2,2,0.9835390946502057,0.00823045267489712,0.00823045267489712,0.9835390946502057,0.00823045267489712,0.00823045267489712,Gregory W. Meeks RECAP,0.9835390946502057
33039,33039,100,191,0,0,191,191,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
33040,33040,100,173,4,0,177,173,4,0,0.9774011299435028,0.022598870056497175,0.0,0.9774011299435028,0.022598870056497175,0.0,Gregory W. Meeks RECAP,0.9774011299435028
33041,33041,100,227,1,0,228,227,1,0,0.9956140350877193,0.0043859649122807015,0.0,0.9956140350877193,0.0043859649122807015,0.0,Gregory W. Meeks RECAP,0.9956140350877193
33042,33042,100,231,1,3,235,231,1,3,0.9829787234042553,0.00425531914893617,0.01276595744680851,0.9829787234042553,0.00425531914893617,0.01276595744680851,Gregory W. Meeks RECAP,0.9829787234042553
33043,33043,100,159,2,0,161,159,2,0,0.9875776397515528,0.012422360248447204,0.0,0.9875776397515528,0.012422360248447204,0.0,Gregory W. Meeks RECAP,0.9875776397515528
33044,33044,100,228,3,0,231,228,3,0,0.987012987012987,0.012987012987012988,0.0,0.987012987012987,0.012987012987012988,0.0,Gregory W. Meeks RECAP,0.987012987012987
33045,33045,100,274,2,1,277,274,2,1,0.9891696750902527,0.007220216606498195,0.0036101083032490976,0.9891696750902527,0.007220216606498195,0.0036101083032490976,Gregory W. Meeks RECAP,0.9891696750902527
33046,33046,100,245,3,0,248,245,3,0,0.9879032258064516,0.012096774193548387,0.0,0.9879032258064516,0.012096774193548387,0.0,Gregory W. Meeks RECAP,0.9879032258064516
33047,33047,100,220,0,0,220,220,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
33048,33048,100,214,2,0,216,214,2,0,0.9907407407407407,0.009259259259259259,0.0,0.9907407407407407,0.009259259259259259,0.0,Gregory W. Meeks RECAP,0.9907407407407407
33049,33049,100,250,4,3,257,250,4,3,0.9727626459143969,0.01556420233463035,0.011673151750972763,0.9727626459143969,0.01556420233463035,0.011673151750972763,Gregory W. Meeks RECAP,0.9727626459143969
33050,33050,100,232,2,1,235,232,2,1,0.9872340425531915,0.00851063829787234,0.00425531914893617,0.9872340425531915,0.00851063829787234,0.00425531914893617,Gregory W. Meeks RECAP,0.9872340425531915
33051,33051,100,244,6,4,254,244,6,4,0.9606299212598425,0.023622047244094488,0.015748031496062992,0.9606299212598425,0.023622047244094488,0.015748031496062992,Gregory W. Meeks RECAP,0.9606299212598425
33052,33052,100,226,2,0,228,226,2,0,0.9912280701754386,0.008771929824561403,0.0,0.9912280701754386,0.008771929824561403,0.0,Gregory W. Meeks RECAP,0.9912280701754386
33053,33053,100,242,0,0,242,242,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
33054,33054,100,272,0,0,272,272,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
33055,33055,100,275,5,0,280,275,5,0,0.9821428571428571,0.017857142857142856,0.0,0.9821428571428571,0.017857142857142856,0.0,Gregory W. Meeks RECAP,0.9821428571428571
33056,33056,100,312,3,0,315,312,3,0,0.9904761904761905,0.009523809523809525,0.0,0.9904761904761905,0.009523809523809525,0.0,Gregory W. Meeks RECAP,0.9904761904761905
33057,33057,100,307,7,2,316,307,7,2,0.9715189873417721,0.022151898734177215,0.006329113924050633,0.9715189873417721,0.022151898734177215,0.006329113924050633,Gregory W. Meeks RECAP,0.9715189873417721
33058,33058,100,280,4,0,284,280,4,0,0.9859154929577465,0.014084507042253521,0.0,0.9859154929577465,0.014084507042253521,0.0,Gregory W. Meeks RECAP,0.9859154929577465
33059,33059,100,287,8,0,295,287,8,0,0.9728813559322034,0.02711864406779661,0.0,0.9728813559322034,0.02711864406779661,0.0,Gregory W. Meeks RECAP,0.9728813559322034
33060,33060,100,256,5,0,261,256,5,0,0.9808429118773946,0.019157088122605363,0.0,0.9808429118773946,0.019157088122605363,0.0,Gregory W. Meeks RECAP,0.9808429118773946
33061,33061,100,199,3,1,203,199,3,1,0.9802955665024631,0.014778325123152709,0.0049261083743842365,0.9802955665024631,0.014778325123152709,0.0049261083743842365,Gregory W. Meeks RECAP,0.9802955665024631
33062,33062,100,291,2,1,294,291,2,1,0.9897959183673469,0.006802721088435374,0.003401360544217687,0.9897959183673469,0.006802721088435374,0.003401360544217687,Gregory W. Meeks RECAP,0.9897959183673469
33063,33063,100,283,6,0,289,283,6,0,0.9792387543252595,0.020761245674740483,0.0,0.9792387543252595,0.020761245674740483,0.0,Gregory W. Meeks RECAP,0.9792387543252595
33064,33064,100,264,2,0,266,264,2,0,0.9924812030075187,0.007518796992481203,0.0,0.9924812030075187,0.007518796992481203,0.0,Gregory W. Meeks RECAP,0.9924812030075187
33065,33065,100,402,8,0,410,402,8,0,0.9804878048780488,0.01951219512195122,0.0,0.9804878048780488,0.01951219512195122,0.0,Gregory W. Meeks RECAP,0.9804878048780488
33066,33066,100,295,7,1,303,295,7,1,0.9735973597359736,0.0231023102310231,0.0033003300330033004,0.9735973597359736,0.0231023102310231,0.0033003300330033004,Gregory W. Meeks RECAP,0.9735973597359736
33067,33067,100,296,3,1,300,296,3,1,0.9866666666666667,0.01,0.0033333333333333335,0.9866666666666667,0.01,0.0033333333333333335,Gregory W. Meeks RECAP,0.9866666666666667
33068,33068,100,352,1,0,353,352,1,0,0.9971671388101983,0.0028328611898017,0.0,0.9971671388101983,0.0028328611898017,0.0,Gregory W. Meeks RECAP,0.9971671388101983
33069,33069,100,204,6,0,210,204,6,0,0.9714285714285714,0.02857142857142857,0.0,0.9714285714285714,0.02857142857142857,0.0,Gregory W. Meeks RECAP,0.9714285714285714
33070,33070,100,208,5,0,213,208,5,0,0.9765258215962441,0.023474178403755867,0.0,0.9765258215962441,0.023474178403755867,0.0,Gregory W. Meeks RECAP,0.9765258215962441
33071,33071,100,212,0,0,212,212,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
33072,33072,100,192,0,0,192,192,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Gregory W. Meeks RECAP,1.0
33073,33073,100,202,3,0,205,202,3,0,0.9853658536585366,0.014634146341463415,0.0,0.9853658536585366,0.014634146341463415,0.0,Gregory W. Meeks RECAP,0.9853658536585366
38020,38020,100,32,1,0,33,32,1,0,0.9696969696969697,0.030303030303030304,0.0,0.9696969696969697,0.030303030303030304,0.0,Gregory W. Meeks RECAP,0.9696969696969697
38036,38036,100,23,1,0,24,23,1,0,0.9583333333333334,0.041666666666666664,0.0,0.9583333333333334,0.041666666666666664,0.0,Gregory W. Meeks RECAP,0.9583333333333334
38037,38037,100,35,5,0,40,35,5,0,0.875,0.125,0.0,0.875,0.125,0.0,Gregory W. Meeks RECAP,0.875
38038,38038,100,105,9,1,115,105,9,1,0.9130434782608695,0.0782608695652174,0.008695652173913044,0.9130434782608695,0.0782608695652174,0.008695652173913044,Gregory W. Meeks RECAP,0.9130434782608695
38039,38039,100,115,11,0,126,115,11,0,0.9126984126984127,0.0873015873015873,0.0,0.9126984126984127,0.0873015873015873,0.0,Gregory W. Meeks RECAP,0.9126984126984127
38040,38040,100,110,5,0,115,110,5,0,0.9565217391304348,0.043478260869565216,0.0,0.9565217391304348,0.043478260869565216,0.0,Gregory W. Meeks RECAP,0.9565217391304348
38041,38041,100,143,6,1,150,143,6,1,0.9533333333333334,0.04,0.006666666666666667,0.9533333333333334,0.04,0.006666666666666667,Gregory W. Meeks RECAP,0.9533333333333334
38042,38042,100,92,10,0,102,92,10,0,0.9019607843137255,0.09803921568627451,0.0,0.9019607843137255,0.09803921568627451,0.0,Gregory W. Meeks RECAP,0.9019607843137255
38043,38043,100,83,6,0,89,83,6,0,0.9325842696629213,0.06741573033707865,0.0,0.9325842696629213,0.06741573033707865,0.0,Gregory W. Meeks RECAP,0.9325842696629213
38044,38044,100,111,8,0,119,111,8,0,0.9327731092436975,0.06722689075630252,0.0,0.9327731092436975,0.06722689075630252,0.0,Gregory W. Meeks RECAP,0.9327731092436975
38046,38046,100,74,5,0,79,74,5,0,0.9367088607594937,0.06329113924050633,0.0,0.9367088607594937,0.06329113924050633,0.0,Gregory W. Meeks RECAP,0.9367088607594937
